UF,Municipio,RDPC
Bahia,IBIRATAIA,278.69
Bahia,IBITIARA,244.68
Bahia,IBITITÁ,250.63
Bahia,IBOTIRAMA,337.12
Bahia,ICHU,296.17
Bahia,IGAPORÃ,306.74
Bahia,IGRAPIÚNA,269.34
Bahia,IGUAÍ,258.8
Bahia,ILHÉUS,579.46
Bahia,INHAMBUPE,254.99
Bahia,IPECAETÁ,186.54
Bahia,IPIAÚ,573.36
Bahia,IPIRÁ,274.88
Bahia,IPUPIARA,258.3
Bahia,IRAJUBA,236.16
Bahia,IRAMAIA,234.91
Bahia,IRAQUARA,242.58
Bahia,IRARÁ,308.34
Bahia,IRECÊ,488.15
Bahia,ITABELA,365.39
Bahia,ITABERABA,422.79
Bahia,ITABUNA,605.12
Bahia,ITACARÉ,323.3
Bahia,ITAETÉ,224.79
Bahia,ITAGI,234.8
Bahia,ITAGIBÁ,270.27
Bahia,ITAGIMIRIM,339.65
Bahia,ITAGUAÇU DA BAHIA,245.68
Bahia,ITAJU DO COLÔNIA,276.93
Bahia,ITAJUÍPE,354.2
Bahia,ITAMARAJU,432.95
Bahia,ITAMARI,325
Bahia,ITAMBÉ,312.32
Bahia,ITANAGRA,289.16
Bahia,ITANHÉM,388.04
Bahia,ITAPARICA,476.99
Bahia,ITAPÉ,285.13
Bahia,ITAPEBI,273.69
Bahia,ITAPETINGA,506.76
Bahia,ITAPICURU,185.7
Bahia,ITAPITANGA,225.1
Bahia,ITAQUARA,229.04
Bahia,ITARANTIM,352.74
Bahia,ITATIM,245.37
Bahia,ITIRUÇU,309.83
Bahia,ITIÚBA,205.18
Bahia,ITORORÓ,330
Bahia,ITUAÇU,269.3
Bahia,ITUBERÁ,337.03
Bahia,IUIÚ,249.32
Bahia,JABORANDI,281.14
Bahia,JACARACI,283.51
Bahia,JACOBINA,417.88
Bahia,JAGUAQUARA,307.08
Bahia,JAGUARARI,439.23
Bahia,JAGUARIPE,247.75
Bahia,JANDAÍRA,192.11
Bahia,JEQUIÉ,473.92
Bahia,JEREMOABO,262.76
Bahia,JIQUIRIÇÁ,257.95
Bahia,JITAÚNA,266.56
Bahia,JOÃO DOURADO,283.12
Bahia,JUAZEIRO,476.58
Bahia,JUCURUÇU,188.8
Bahia,JUSSARA,236.05
Bahia,JUSSARI,290.22
Bahia,JUSSIAPE,334.07
Bahia,LAFAIETE COUTINHO,288.05
Bahia,LAGOA REAL,223.11
Bahia,LAJE,241.63
Bahia,LAJEDÃO,463.94
Bahia,LAJEDINHO,205.65
Bahia,LAJEDO DO TABOCAL,237.39
Bahia,LAMARÃO,180.82
Bahia,LAPÃO,244.43
Bahia,LAURO DE FREITAS,1031.78
Bahia,LENÇÓIS,362.74
Bahia,LICÍNIO DE ALMEIDA,299.47
Bahia,LIVRAMENTO DE NOSSA SENHORA,309.16
Bahia,LUÍS EDUARDO MAGALHÃES,871.12
Bahia,MACAJUBA,197.25
Bahia,MACARANI,350.25
Bahia,MACAÚBAS,255.36
Bahia,MACURURÉ,240.32
Bahia,MADRE DE DEUS,517.74
Bahia,MAETINGA,268.47
Bahia,MAIQUINIQUE,306.24
Bahia,MAIRI,286.58
Bahia,MALHADA,218.66
Bahia,MALHADA DE PEDRAS,244.02
Bahia,MANOEL VITORINO,226.95
Bahia,MANSIDÃO,182.65
Bahia,MARACÁS,290.11
Bahia,MARAGOGIPE,300.1
Bahia,MARAÚ,437.51
Bahia,MARCIONÍLIO SOUZA,201.52
Bahia,MASCOTE,272.97
Bahia,MATA DE SÃO JOÃO,451.9
Bahia,MATINA,227.07
Bahia,MEDEIROS NETO,392.49
Bahia,MIGUEL CALMON,279.05
Bahia,MILAGRES,313.88
Bahia,MIRANGABA,193.47
Bahia,MIRANTE,208.18
Bahia,MONTE SANTO,197.43
Bahia,MORPARÁ,224.53
Bahia,MORRO DO CHAPÉU,250.88
Bahia,MORTUGABA,330.3
Bahia,MUCUGÊ,312.35
Bahia,MUCURI,546.41
Bahia,MULUNGU DO MORRO,199.94
Bahia,MUNDO NOVO,346.89
Bahia,MUNIZ FERREIRA,297.78
Bahia,MUQUÉM DE SÃO FRANCISCO,166.67
Bahia,MURITIBA,401.14
Bahia,MUTUÍPE,374.8
Bahia,NAZARÉ,421.82
Bahia,NILO PEÇANHA,218.32
Bahia,NORDESTINA,187.22
Bahia,NOVA CANAÃ,251.9
Bahia,NOVA FÁTIMA,287.32
Bahia,NOVA IBIÁ,378.1
Bahia,NOVA ITARANA,188.86
Bahia,NOVA REDENÇÃO,222.33
Bahia,NOVA SOURE,241.71
Bahia,NOVA VIÇOSA,476.79
Bahia,NOVO HORIZONTE,257.12
Bahia,NOVO TRIUNFO,194.56
Bahia,OLINDINA,222.62
Bahia,OLIVEIRA DOS BREJINHOS,220.72
Bahia,OURIÇANGAS,281.59
Bahia,OUROLÂNDIA,239.93
Bahia,PALMAS DE MONTE ALTO,262.69
Bahia,PALMEIRAS,350.79
Bahia,PARAMIRIM,343.78
Bahia,PARATINGA,201.79
Bahia,PARIPIRANGA,273.23
Bahia,PAU BRASIL,296.08
Bahia,PAULO AFONSO,544.73
Bahia,PÉ DE SERRA,257.45
Bahia,PEDRÃO,221.53
Bahia,PEDRO ALEXANDRE,167.65
Bahia,PIATÃ,234.44
Bahia,PILÃO ARCADO,195.98
Bahia,PINDAÍ,270.15
Bahia,PINDOBAÇU,212.52
Bahia,PINTADAS,281.74
Bahia,PIRAÍ DO NORTE,238.62
Bahia,PIRIPÁ,241.1
Bahia,PIRITIBA,271.4
Bahia,PLANALTINO,282.33
Bahia,PLANALTO,256.26
Bahia,POÇÕES,300.74
Bahia,POJUCA,443.8
Bahia,PONTO NOVO,229.61
Bahia,PORTO SEGURO,527.04
Bahia,POTIRAGUÁ,323.92
Bahia,PRADO,369.96
Bahia,PRESIDENTE DUTRA,280.86
Bahia,PRESIDENTE JÂNIO QUADROS,220.1
Bahia,PRESIDENTE TANCREDO NEVES,270.35
Bahia,QUEIMADAS,245.7
Bahia,QUIJINGUE,228.71
Bahia,QUIXABEIRA,241.1
Bahia,RAFAEL JAMBEIRO,226.94
Bahia,REMANSO,275.22
Bahia,RETIROLÂNDIA,293.01
Bahia,RIACHÃO DAS NEVES,212.09
Bahia,RIACHÃO DO JACUÍPE,311.47
Bahia,RIACHO DE SANTANA,281.05
Bahia,RIBEIRA DO AMPARO,183.12
Bahia,RIBEIRA DO POMBAL,332.86
Bahia,RIBEIRÃO DO LARGO,271.68
Bahia,RIO DE CONTAS,294.83
Bahia,RIO DO ANTÔNIO,252.98
Bahia,RIO DO PIRES,274.58
Bahia,RIO REAL,274.86
Bahia,RODELAS,271.59
Bahia,RUY BARBOSA,301.42
Bahia,SALINAS DA MARGARIDA,286.45
Bahia,SALVADOR,973
Bahia,SANTA BÁRBARA,251.87
Bahia,SANTA BRÍGIDA,220.77
Bahia,SANTA CRUZ CABRÁLIA,388.28
Bahia,SANTA CRUZ DA VITÓRIA,282.42
Bahia,SANTA INÊS,280.25
Bahia,SANTALUZ,260.09
Bahia,SANTA LUZIA,267.88
Bahia,SANTA MARIA DA VITÓRIA,318.31
Bahia,SANTANA,304.18
Bahia,SANTANÓPOLIS,263.19
Bahia,SANTA RITA DE CÁSSIA,267.32
Bahia,SANTA TERESINHA,243.04
Bahia,SANTO AMARO,392.75
Bahia,SANTO ANTÔNIO DE JESUS,540.38
Bahia,SANTO ESTÊVÃO,358.13
Bahia,SÃO DESIDÉRIO,302.2
Bahia,SÃO DOMINGOS,335.76
Bahia,SÃO FÉLIX,299.65
Bahia,SÃO FÉLIX DO CORIBE,335.9
Bahia,SÃO FELIPE,268.96
Bahia,SÃO FRANCISCO DO CONDE,433.23
Bahia,SÃO GABRIEL,245.38
Bahia,SÃO GONÇALO DOS CAMPOS,419.27
Bahia,SÃO JOSÉ DA VITÓRIA,250.42
Bahia,SÃO JOSÉ DO JACUÍPE,253.57
Bahia,SÃO MIGUEL DAS MATAS,274.08
Bahia,SÃO SEBASTIÃO DO PASSÉ,411.75
Bahia,SAPEAÇU,338.34
Bahia,SÁTIRO DIAS,208.2
Bahia,SAUBARA,265.17
Bahia,SAÚDE,238.81
Bahia,SEABRA,310.95
Bahia,SEBASTIÃO LARANJEIRAS,276.29
Bahia,SENHOR DO BONFIM,422.89
Bahia,SERRA DO RAMALHO,216.59
Bahia,SENTO SÉ,222.84
Bahia,SERRA DOURADA,228.74
Bahia,SERRA PRETA,232.52
Bahia,SERRINHA,367.73
Bahia,SERROLÂNDIA,261.29
Bahia,SIMÕES FILHO,431.97
Bahia,SÍTIO DO MATO,135.49
Bahia,SÍTIO DO QUINTO,247.62
Bahia,SOBRADINHO,344.74
Bahia,SOUTO SOARES,220.67
Bahia,TABOCAS DO BREJO VELHO,216.5
Bahia,TANHAÇU,268.62
Bahia,TANQUE NOVO,301.39
Bahia,TANQUINHO,273.12
Bahia,TAPEROÁ,270.97
Bahia,TAPIRAMUTÁ,312.39
Bahia,TEIXEIRA DE FREITAS,560.73
Bahia,TEODORO SAMPAIO,272.86
Bahia,TEOFILÂNDIA,278.91
Bahia,TEOLÂNDIA,231.92
Bahia,TERRA NOVA,296.6
Bahia,TREMEDAL,237.3
Bahia,TUCANO,325.7
Bahia,UAUÁ,251.46
Bahia,UBAÍRA,296.48
Bahia,UBAITABA,349.68
Bahia,UBATÃ,306.52
Bahia,UIBAÍ,286.67
Bahia,UMBURANAS,148.15
Bahia,UNA,303.78
Bahia,URANDI,325.07
Bahia,URUÇUCA,349.43
Bahia,UTINGA,327.96
Bahia,VALENÇA,376.23
Bahia,VALENTE,385.3
Bahia,VÁRZEA DA ROÇA,228.58
Bahia,VÁRZEA DO POÇO,296.74
Bahia,VÁRZEA NOVA,234.88
Bahia,VARZEDO,297.56
Bahia,VERA CRUZ,408.64
Bahia,VEREDA,274.76
Bahia,VITÓRIA DA CONQUISTA,555.66
Bahia,WAGNER,283.34
Bahia,WANDERLEY,275.76
Bahia,WENCESLAU GUIMARÃES,257.12
Bahia,XIQUE-XIQUE,265.25
Minas Gerais,Abadia dos Dourados,596.18
Minas Gerais,Abaeté,707.24
Minas Gerais,Abre Campo,444.32
Minas Gerais,Acaiaca,357.03
Minas Gerais,Açucena,325.42
Minas Gerais,Água Boa,322.12
Minas Gerais,Água Comprida,701.19
Minas Gerais,Aguanil,524.43
Minas Gerais,Águas Formosas,389.57
Minas Gerais,Águas Vermelhas,306.97
Minas Gerais,Aimorés,567.46
Minas Gerais,Aiuruoca,539.92
Minas Gerais,Alagoa,413.75
Minas Gerais,Albertina,564.08
Minas Gerais,Além Paraíba,674.5
Minas Gerais,Alfenas,783.41
Minas Gerais,Alfredo Vasconcelos,400.14
Minas Gerais,Almenara,419.98
Minas Gerais,Alpercata,401.21
Minas Gerais,Alpinópolis,633.91
Minas Gerais,Alterosa,475.99
Minas Gerais,Alto Caparaó,505.1
Minas Gerais,Alto Rio Doce,323.95
Minas Gerais,Alvarenga,312.46
Minas Gerais,Alvinópolis,460.96
Minas Gerais,Alvorada de Minas,277.99
Minas Gerais,Amparo do Serra,368.72
Minas Gerais,Andradas,754.39
Minas Gerais,Cachoeira de Pajeú,265.27
Minas Gerais,Andrelândia,534.68
Minas Gerais,Angelândia,322.8
Minas Gerais,Antônio Carlos,457.02
Minas Gerais,Antônio Dias,387.61
Minas Gerais,Antônio Prado de Minas,529.54
Minas Gerais,Araçaí,482.4
Minas Gerais,Aracitaba,351.6
Minas Gerais,Araçuaí,410.67
Minas Gerais,Araguari,798.63
Minas Gerais,Arantina,411.16
Minas Gerais,Araponga,328.75
Minas Gerais,Araporã,536.04
Minas Gerais,Arapuá,696.47
Minas Gerais,Araújos,599.3
Minas Gerais,Araxá,883.88
Minas Gerais,Arceburgo,576.68
Minas Gerais,Arcos,691.16
Minas Gerais,Areado,622.83
Minas Gerais,Argirita,442.45
Minas Gerais,Aricanduva,249.75
Minas Gerais,Arinos,349.52
Minas Gerais,Astolfo Dutra,572.06
Minas Gerais,Ataléia,317.64
Minas Gerais,Augusto de Lima,384.1
Minas Gerais,Baependi,497.21
Minas Gerais,Baldim,458.08
Minas Gerais,Bambuí,777.46
Minas Gerais,Bandeira,302
Minas Gerais,Bandeira do Sul,554.52
Minas Gerais,Barão de Cocais,546.85
Minas Gerais,Barão de Monte Alto,377.1
Minas Gerais,Barbacena,854.27
Minas Gerais,Barra Longa,362.62
Minas Gerais,Barroso,535.1
Minas Gerais,Bela Vista de Minas,440.23
Minas Gerais,Belmiro Braga,464.5
Minas Gerais,Belo Horizonte,1497.29
Minas Gerais,Belo Oriente,470.05
Minas Gerais,Belo Vale,524.03
Minas Gerais,Berilo,295.62
Minas Gerais,Bertópolis,288.77
Minas Gerais,Berizal,261.24
Minas Gerais,Betim,660.56
Minas Gerais,Bias Fortes,344.35
Minas Gerais,Bicas,735
Minas Gerais,Biquinhas,565.37
Minas Gerais,Boa Esperança,599.17
Minas Gerais,Bocaina de Minas,501.73
Minas Gerais,Bocaiúva,451.54
Minas Gerais,Bom Despacho,809.9
Minas Gerais,Bom Jardim de Minas,464.99
Minas Gerais,Bom Jesus da Penha,607.73
Minas Gerais,Bom Jesus do Amparo,472.21
Minas Gerais,Bom Jesus do Galho,368
Minas Gerais,Bom Repouso,447.85
Minas Gerais,Bom Sucesso,551.39
Minas Gerais,Bonfim,512.94
Minas Gerais,Bonfinópolis de Minas,472.15
Minas Gerais,Bonito de Minas,195.65
Minas Gerais,Borda da Mata,635.37
Minas Gerais,Botelhos,630.12
Minas Gerais,Botumirim,230.25
Minas Gerais,Brasilândia de Minas,444.35
Minas Gerais,Brasília de Minas,360.93
Minas Gerais,Brás Pires,299.02
Minas Gerais,Braúnas,416.84
Minas Gerais,Brasópolis,613.88
Minas Gerais,Brumadinho,910.31
Minas Gerais,Bueno Brandão,491.08
Minas Gerais,Buenópolis,456.55
Minas Gerais,Bugre,338.39
Minas Gerais,Buritis,505.59
Minas Gerais,Buritizeiro,340.72
Minas Gerais,Cabeceira Grande,424.47
Minas Gerais,Cabo Verde,571.6
Minas Gerais,Cachoeira da Prata,583.28
Minas Gerais,Cachoeira de Minas,527.44
Minas Gerais,Cachoeira Dourada,606.15
Minas Gerais,Caetanópolis,531.65
Minas Gerais,Caeté,586.16
Minas Gerais,Caiana,406.23
Minas Gerais,Cajuri,333.45
Minas Gerais,Caldas,627.21
Minas Gerais,Camacho,425.8
Minas Gerais,Camanducaia,649.49
Minas Gerais,Cambuí,712.9
Minas Gerais,Cambuquira,588.83
Minas Gerais,Campanário,350.46
Minas Gerais,Campanha,686.16
Minas Gerais,Campestre,669.87
Minas Gerais,Campina Verde,681.73
Minas Gerais,Campo Azul,244.97
Minas Gerais,Campo Belo,646.71
Minas Gerais,Campo do Meio,472.71
Minas Gerais,Campo Florido,774.88
Minas Gerais,Campos Altos,587.21
Minas Gerais,Campos Gerais,503.91
Minas Gerais,Canaã,439.71
Minas Gerais,Canápolis,711.27
Minas Gerais,Cana Verde,463.1
Minas Gerais,Candeias,621.22
Minas Gerais,Cantagalo,329.9
Minas Gerais,Caparaó,364.52
Minas Gerais,Capela Nova,338.43
Minas Gerais,Capelinha,432.55
Minas Gerais,Capetinga,549.97
Minas Gerais,Capim Branco,497.48
Minas Gerais,Capinópolis,834.14
Minas Gerais,Capitão Andrade,403.35
Minas Gerais,Capitão Enéas,282.97
Minas Gerais,Capitólio,658.77
Minas Gerais,Caputira,353.65
Minas Gerais,Caraí,244.29
Minas Gerais,Caranaíba,319.88
Minas Gerais,Carandaí,495.09
Minas Gerais,Carangola,618.24
Minas Gerais,Caratinga,610.29
Minas Gerais,Carbonita,373.05
Minas Gerais,Careaçu,504.96
Minas Gerais,Carlos Chagas,432.37
Minas Gerais,Carmésia,404.76
Minas Gerais,Carmo da Cachoeira,525.35
Minas Gerais,Carmo da Mata,551.21
Minas Gerais,Carmo de Minas,511.95
Minas Gerais,Carmo do Cajuru,606.19
Minas Gerais,Carmo do Paranaíba,678.13
Minas Gerais,Carmo do Rio Claro,685.17
Minas Gerais,Carmópolis de Minas,599.63
Minas Gerais,Carneirinho,847.07
Minas Gerais,Carrancas,576.62
Minas Gerais,Carvalhópolis,579.4
Minas Gerais,Carvalhos,506.24
Minas Gerais,Casa Grande,351.47
Minas Gerais,Cascalho Rico,769.71
Minas Gerais,Cássia,717.84
Minas Gerais,Conceição da Barra de Minas,511.91
Minas Gerais,Cataguases,699.57
Minas Gerais,Catas Altas,502.15
Minas Gerais,Catas Altas da Noruega,309.82
Minas Gerais,Catuji,221.41
Minas Gerais,Catuti,265.76
Minas Gerais,Caxambu,963.25
Minas Gerais,Cedro do Abaeté,431.2
Minas Gerais,Central de Minas,494.1
Minas Gerais,Centralina,468.15
Minas Gerais,Chácara,456.42
Minas Gerais,Chalé,418.8
Minas Gerais,Chapada do Norte,279.92
Minas Gerais,Chapada Gaúcha,282.53
Minas Gerais,Chiador,808.78
Minas Gerais,Cipotânea,317.62
Minas Gerais,Claraval,575.11
Minas Gerais,Claro dos Poções,337.07
Minas Gerais,Cláudio,625.88
Minas Gerais,Coimbra,454.81
Minas Gerais,Coluna,315
Minas Gerais,Comendador Gomes,635.2
Minas Gerais,Comercinho,271.4
Minas Gerais,Conceição da Aparecida,579.34
Minas Gerais,Conceição das Pedras,434.68
Minas Gerais,Conceição das Alagoas,770.02
Minas Gerais,Conceição de Ipanema,497.4
Minas Gerais,Conceição do Mato Dentro,384.42
Minas Gerais,Conceição do Pará,576.48
Minas Gerais,Conceição do Rio Verde,533.38
Minas Gerais,Conceição dos Ouros,509.52
Minas Gerais,Cônego Marinho,245.64
Minas Gerais,Confins,647.2
Minas Gerais,Congonhal,553.81
Minas Gerais,Congonhas,760.35
Minas Gerais,Congonhas do Norte,270.3
Minas Gerais,Conquista,678.21
Minas Gerais,Conselheiro Lafaiete,781.59
Minas Gerais,Conselheiro Pena,445.95
Minas Gerais,Consolação,395.33
Minas Gerais,Contagem,824.3
Minas Gerais,Coqueiral,495.77
Minas Gerais,Coração de Jesus,287.28
Minas Gerais,Cordisburgo,440.09
Minas Gerais,Cordislândia,468.59
Minas Gerais,Corinto,499.56
Minas Gerais,Coroaci,362.9
Minas Gerais,Coromandel,753.35
Minas Gerais,Coronel Fabriciano,685.48
Minas Gerais,Coronel Murta,291.66
Minas Gerais,Coronel Pacheco,525.62
Minas Gerais,Coronel Xavier Chaves,518.32
Minas Gerais,Córrego Danta,561.81
Minas Gerais,Córrego do Bom Jesus,501.15
Minas Gerais,Córrego Fundo,477.36
Minas Gerais,Córrego Novo,327.06
Minas Gerais,Couto de Magalhães de Minas,333.91
Minas Gerais,Crisólita,294.11
Minas Gerais,Cristais,780.18
Minas Gerais,Cristália,200.51
Minas Gerais,Cristiano Otoni,458.68
Minas Gerais,Cristina,442.25
Minas Gerais,Crucilândia,464.17
Minas Gerais,Cruzeiro da Fortaleza,707.8
Minas Gerais,Cruzília,520.72
Minas Gerais,Cuparaque,381.64
Minas Gerais,Curral de Dentro,279.64
Minas Gerais,Curvelo,581.65
Minas Gerais,Datas,313.84
Minas Gerais,Delfim Moreira,454.36
Minas Gerais,Delfinópolis,632.28
Minas Gerais,Delta,523.34
Minas Gerais,Descoberto,477.97
Minas Gerais,Desterro de Entre Rios,348.88
Minas Gerais,Desterro do Melo,373.25
Minas Gerais,Diamantina,597.41
Minas Gerais,Diogo de Vasconcelos,291.48
Minas Gerais,Dionísio,461.02
Minas Gerais,Divinésia,441.49
Minas Gerais,Divino,426.94
Minas Gerais,Divino das Laranjeiras,388.4
Minas Gerais,Divinolândia de Minas,340.1
Minas Gerais,Divinópolis,868.57
Minas Gerais,Divisa Alegre,341.94
Minas Gerais,Divisa Nova,484.91
Minas Gerais,Divisópolis,290.45
Minas Gerais,Dom Bosco,394.72
Minas Gerais,Dom Cavati,485.9
Minas Gerais,Dom Joaquim,355.58
Minas Gerais,Dom Silvério,488.84
Minas Gerais,Dom Viçoso,371.63
Minas Gerais,Dona Eusébia,563.76
Minas Gerais,Dores de Campos,520.98
Minas Gerais,Dores de Guanhães,361.09
Minas Gerais,Dores do Indaiá,663.62
Minas Gerais,Dores do Turvo,363.3
Minas Gerais,Doresópolis,461.8
Minas Gerais,Douradoquara,640.34
Minas Gerais,Durandé,392.68
Minas Gerais,Elói Mendes,577.5
Minas Gerais,Engenheiro Caldas,407.77
Minas Gerais,Engenheiro Navarro,332.37
Minas Gerais,Entre Folhas,373.1
Minas Gerais,Entre Rios de Minas,527.33
Minas Gerais,Ervália,429.35
Minas Gerais,Esmeraldas,452.62
Minas Gerais,Espera Feliz,496.04
Minas Gerais,Espinosa,299.13
Minas Gerais,Espírito Santo do Dourado,486.55
Minas Gerais,Estiva,547.01
Minas Gerais,Estrela Dalva,701.83
Minas Gerais,Estrela do Indaiá,547.21
Minas Gerais,Estrela do Sul,600.41
Minas Gerais,Eugenópolis,486.46
Minas Gerais,Ewbank da Câmara,391.34
Minas Gerais,Extrema,745.21
Minas Gerais,Fama,624.24
Minas Gerais,Faria Lemos,544.77
Minas Gerais,Felício dos Santos,274.2
Minas Gerais,São Gonçalo do Rio Preto,321.22
Minas Gerais,Felisburgo,290.8
Minas Gerais,Felixlândia,459.52
Minas Gerais,Fernandes Tourinho,351.58
Minas Gerais,Ferros,392.08
Minas Gerais,Fervedouro,301.55
Minas Gerais,Florestal,741.46
Minas Gerais,Formiga,746.8
Minas Gerais,Formoso,370.41
Minas Gerais,Fortaleza de Minas,562.53
Minas Gerais,Fortuna de Minas,459.52
Minas Gerais,Francisco Badaró,286.56
Minas Gerais,Francisco Dumont,326.7
Minas Gerais,Francisco Sá,344.32
Minas Gerais,Franciscópolis,296.76
Minas Gerais,Frei Gaspar,275.62
Minas Gerais,Frei Inocêncio,389.61
Minas Gerais,Frei Lagonegro,201.83
Minas Gerais,Fronteira,598.68
Minas Gerais,Fronteira dos Vales,255.11
Minas Gerais,Fruta de Leite,241.93
Minas Gerais,Frutal,752.01
Minas Gerais,Funilândia,360.59
Minas Gerais,Galiléia,442.14
Minas Gerais,Gameleiras,258.85
Minas Gerais,Glaucilândia,293.97
Minas Gerais,Goiabeira,398.14
Minas Gerais,Goianá,558.09
Minas Gerais,Gonçalves,519.03
Minas Gerais,Gonzaga,258.04
Minas Gerais,Gouveia,382.78
Minas Gerais,Governador Valadares,678.74
Minas Gerais,Grão Mogol,293.87
Minas Gerais,Grupiara,548.38
Minas Gerais,Guanhães,560.99
Minas Gerais,Guapé,487.68
Minas Gerais,Guaraciaba,373.48
Minas Gerais,Guaraciama,306.99
Minas Gerais,Guaranésia,598.17
Minas Gerais,Guarani,568.73
Minas Gerais,Guarará,457.9
Minas Gerais,Guarda-Mor,660.72
Minas Gerais,Guaxupé,746.7
Minas Gerais,Guidoval,512.85
Minas Gerais,Guimarânia,552.31
Minas Gerais,Guiricema,469.56
Minas Gerais,Gurinhatã,587.76
Minas Gerais,Heliodora,474
Minas Gerais,Iapu,427.85
Minas Gerais,Ibertioga,347.21
Minas Gerais,Ibiá,781.68
Minas Gerais,Ibiaí,269.24
Minas Gerais,Ibiracatu,225.72
Minas Gerais,Ibiraci,609.71
Minas Gerais,Ibirité,525.64
Minas Gerais,Ibitiúra de Minas,479.81
Minas Gerais,Ibituruna,426.36
Minas Gerais,Icaraí de Minas,277.4
Minas Gerais,Igarapé,570.58
Minas Gerais,Igaratinga,556.96
Minas Gerais,Iguatama,604.59
Minas Gerais,Ijaci,495.95
Minas Gerais,Ilicínea,500.79
Minas Gerais,Imbé de Minas,281.68
Minas Gerais,Inconfidentes,579.13
Minas Gerais,Indaiabira,286.93
Minas Gerais,Indianópolis,499.36
Minas Gerais,Ingaí,602.08
Minas Gerais,Inhapim,434.81
Minas Gerais,Inhaúma,477.55
Minas Gerais,Inimutaba,389.93
Minas Gerais,Ipaba,403.9
Minas Gerais,Ipanema,518.1
Minas Gerais,Ipatinga,862.91
Minas Gerais,Ipiaçu,550.98
Minas Gerais,Ipuiúna,719.24
Minas Gerais,Iraí de Minas,642.98
Minas Gerais,Itabira,744.61
Minas Gerais,Itabirinha,390.33
Minas Gerais,Itabirito,784.55
Minas Gerais,Itacambira,277.92
Minas Gerais,Itacarambi,321.22
Minas Gerais,Itaguara,610.65
Minas Gerais,Itaipé,277.8
Minas Gerais,Itajubá,948.2
Minas Gerais,Itamarandiba,374.21
Minas Gerais,Itamarati de Minas,540.7
Minas Gerais,Itambacuri,370.48
Minas Gerais,Itambé do Mato Dentro,345.17
Minas Gerais,Itamogi,502.2
Minas Gerais,Itamonte,604.91
Minas Gerais,Itanhandu,706.47
Minas Gerais,Itanhomi,474.77
Minas Gerais,Itaobim,362.88
Minas Gerais,Itapagipe,741.95
Minas Gerais,Itapecerica,594.71
Minas Gerais,Itapeva,620.04
Minas Gerais,Itatiaiuçu,490.54
Minas Gerais,Itaú de Minas,913.39
Minas Gerais,Itaúna,847.74
Minas Gerais,Itaverava,363.06
Minas Gerais,Itinga,260
Minas Gerais,Itueta,429.77
Minas Gerais,Ituiutaba,824.46
Minas Gerais,Itumirim,533.39
Minas Gerais,Iturama,753.23
Minas Gerais,Itutinga,634.33
Minas Gerais,Jaboticatubas,602.48
Minas Gerais,Jacinto,325.42
Minas Gerais,Jacuí,558.14
Minas Gerais,Jacutinga,717.25
Minas Gerais,Jaguaraçu,508.65
Minas Gerais,Jaíba,376.73
Minas Gerais,Jampruca,344.6
Minas Gerais,Janaúba,468.29
Minas Gerais,Januária,359.19
Minas Gerais,Japaraíba,541.09
Minas Gerais,Japonvar,254.77
Minas Gerais,Jeceaba,401.99
Minas Gerais,Jenipapo de Minas,309.77
Minas Gerais,Jequeri,348.73
Minas Gerais,Jequitaí,345.53
Minas Gerais,Jequitibá,1007.03
Minas Gerais,Jequitinhonha,376.03
Minas Gerais,Jesuânia,533.26
Minas Gerais,Joaíma,281.18
Minas Gerais,Joanésia,369.24
Minas Gerais,João Monlevade,724.4
Minas Gerais,João Pinheiro,562.24
Minas Gerais,Joaquim Felício,433.58
Minas Gerais,Jordânia,362.77
Minas Gerais,José Gonçalves de Minas,328.27
Minas Gerais,José Raydan,327.01
Minas Gerais,Josenópolis,232.47
Minas Gerais,Nova União,387.68
Minas Gerais,Juatuba,517.18
Minas Gerais,Juiz de Fora,1050.88
Minas Gerais,Juramento,335.93
Minas Gerais,Juruaia,1122.1
Minas Gerais,Juvenília,223.32
Minas Gerais,Ladainha,226.72
Minas Gerais,Lagamar,592.95
Minas Gerais,Lagoa da Prata,707.01
Minas Gerais,Lagoa dos Patos,321.11
Minas Gerais,Lagoa Dourada,522.62
Minas Gerais,Lagoa Formosa,693.25
Minas Gerais,Lagoa Grande,543.58
Minas Gerais,Lagoa Santa,1089.96
Minas Gerais,Lajinha,482.87
Minas Gerais,Lambari,597.16
Minas Gerais,Lamim,386.1
Minas Gerais,Laranjal,601.49
Minas Gerais,Lassance,364.3
Minas Gerais,Lavras,889.65
Minas Gerais,Leandro Ferreira,649.92
Minas Gerais,Leme do Prado,338.71
Minas Gerais,Leopoldina,609.5
Minas Gerais,Liberdade,546.79
Minas Gerais,Lima Duarte,645.22
Minas Gerais,Limeira do Oeste,595.92
Minas Gerais,Lontra,312.77
Minas Gerais,Luisburgo,355.95
Minas Gerais,Luislândia,273.73
Minas Gerais,Luminárias,474.29
Minas Gerais,Luz,720.88
Minas Gerais,Machacalis,350.63
Minas Gerais,Machado,701.58
Minas Gerais,Madre de Deus de Minas,508.21
Minas Gerais,Malacacheta,353.28
Minas Gerais,Mamonas,269.87
Minas Gerais,Manga,387.71
Minas Gerais,Manhuaçu,592.99
Minas Gerais,Manhumirim,547.24
Minas Gerais,Mantena,505.08
Minas Gerais,Maravilhas,442.51
Minas Gerais,Mar de Espanha,598.93
