id;response_status;how_long_listening;age;nps_score;gender
12292093;Complete;5 years to less than 10 years;45-54;10;Female
12292248;Complete;Less than 6 months;55-64;10;Female
12292296;Complete;3 years to less than 5 years;55-64;10;Female
12292427;Complete;Less than 6 months;35-44;10;Male
12292493;Complete;Less than 6 months;25-34;10;Female
12292499;Terminated;10 years to less than 15 years;Under 18;;
12292623;Complete;3 years to less than 5 years;25-34;10;Female
12293254;Complete;5 years to less than 10 years;45-54;10;Female
12293349;Incomplete;1 year to less than 3 years;45-54;;
12293362;Incomplete;1 year to less than 3 years;25-34;;
12294459;Complete;3 years to less than 5 years;25-34;10;Female
12294903;Incomplete;Less than 6 months;45-54;;
12295281;Complete;5 years to less than 10 years;25-34;10;Female
12295395;Complete;1 year to less than 3 years;18-24;10;Female
12295803;Complete;6 months to less than a year;35-44;10;Female
12298152;Complete;1 year to less than 3 years;35-44;10;Female
12300159;Complete;1 year to less than 3 years;55-64;10;Female
12307630;Complete;1 year to less than 3 years;25-34;10;Female
12310204;Complete;1 year to less than 3 years;55-64;10;Female
12315144;Complete;1 year to less than 3 years;35-44;10;Female
12317259;Complete;Less than 6 months;35-44;10;Male
12317853;Terminated;1 year to less than 3 years;Under 18;;
12319111;Complete;1 year to less than 3 years;45-54;10;Female
12319222;Complete;10 years to less than 15 years;35-44;8;Female
12319628;Incomplete;5 years to less than 10 years;25-34;;
12320226;Complete;1 year to less than 3 years;25-34;10;Female
12321547;Complete;5 years to less than 10 years;45-54;10;Female
12322188;Complete;1 year to less than 3 years;25-34;10;Female
12323359;Complete;Less than 6 months;45-54;10;Female
12323941;Complete;Less than 6 months;25-34;4;Female
12324803;Complete;5 years to less than 10 years;25-34;10;Female
12326196;Complete;1 year to less than 3 years;25-34;;Female
12328264;Complete;3 years to less than 5 years;35-44;9;Female
12328805;Complete;3 years to less than 5 years;25-34;7;Male
12329447;Complete;3 years to less than 5 years;25-34;10;Female
12329586;Complete;Less than 6 months;25-34;10;Female
12329612;Complete;3 years to less than 5 years;45-54;10;Male
12329865;Complete;6 months to less than a year;25-34;10;Female
12330088;Complete;6 months to less than a year;35-44;10;Female
12330135;Complete;Less than 6 months;25-34;10;Female
12330290;Complete;More than 15 years;45-54;10;Male
12331476;Complete;1 year to less than 3 years;45-54;10;Female
12332263;Complete;1 year to less than 3 years;25-34;10;Female
12332626;Complete;1 year to less than 3 years;25-34;10;Female
12332778;Complete;1 year to less than 3 years;45-54;10;Female
12333260;Complete;1 year to less than 3 years;18-24;10;Female
12333358;Complete;3 years to less than 5 years;45-54;10;Male
12334061;Complete;3 years to less than 5 years;55-64;10;Female
12334197;Complete;1 year to less than 3 years;18-24;10;Female
12334233;Incomplete;1 year to less than 3 years;45-54;;
12334465;Complete;1 year to less than 3 years;45-54;10;Female
12335413;Complete;1 year to less than 3 years;18-24;10;Female
12335582;Complete;1 year to less than 3 years;35-44;10;Female
12335722;Complete;5 years to less than 10 years;35-44;9;Male
12336795;Complete;5 years to less than 10 years;35-44;10;Female
12337027;Complete;6 months to less than a year;25-34;10;Female
12337100;Complete;10 years to less than 15 years;18-24;10;Female
12337467;Complete;1 year to less than 3 years;45-54;10;Female
12339506;Complete;6 months to less than a year;45-54;10;Female
12339746;Complete;6 months to less than a year;18-24;10;Female
12340430;Complete;3 years to less than 5 years;45-54;10;Female
12343415;Complete;5 years to less than 10 years;45-54;10;Female
12343441;Complete;3 years to less than 5 years;45-54;8;Female
12344460;Complete;Less than 6 months;45-54;10;Female
12344870;Complete;3 years to less than 5 years;55-64;10;Female
12345157;Complete;5 years to less than 10 years;25-34;10;Female
12345907;Complete;3 years to less than 5 years;45-54;10;Female
12346941;Incomplete;1 year to less than 3 years;45-54;;
12347321;Complete;1 year to less than 3 years;35-44;7;Female
12347378;Complete;5 years to less than 10 years;35-44;10;Female
12347597;Complete;1 year to less than 3 years;45-54;10;Female
12348500;Complete;Less than 6 months;35-44;10;Female
12348891;Incomplete;1 year to less than 3 years;18-24;;
12349624;Complete;5 years to less than 10 years;25-34;8;Female
12349916;Incomplete;1 year to less than 3 years;55-64;;
12351753;Complete;1 year to less than 3 years;45-54;;Female
12352078;Complete;1 year to less than 3 years;45-54;10;Female
12352361;Complete;3 years to less than 5 years;45-54;10;Female
12352549;Complete;1 year to less than 3 years;45-54;10;Female
12354634;Complete;Less than 6 months;35-44;10;Female
12354734;Complete;1 year to less than 3 years;35-44;10;Female
12355997;Complete;6 months to less than a year;55-64;10;Female
12356207;Complete;6 months to less than a year;25-34;10;Female
12356791;Complete;1 year to less than 3 years;55-64;7;Female
12356915;Complete;1 year to less than 3 years;45-54;9;Male
12357091;Complete;10 years to less than 15 years;35-44;10;Female
12357251;Complete;5 years to less than 10 years;45-54;10;Female
12357589;Complete;1 year to less than 3 years;35-44;8;Female
12357829;Complete;1 year to less than 3 years;18-24;10;Male
12357848;Complete;3 years to less than 5 years;55-64;10;Female
12358442;Complete;1 year to less than 3 years;45-54;10;Female
12359385;Complete;Less than 6 months;55-64;10;Female
12360075;Complete;6 months to less than a year;18-24;10;Female
12360985;Complete;6 months to less than a year;45-54;10;Female
12361117;Complete;Less than 6 months;18-24;10;Female
12361452;Complete;3 years to less than 5 years;35-44;10;Male
12362177;Incomplete;Less than 6 months;;;
12364439;Complete;1 year to less than 3 years;25-34;10;Male
12364920;Complete;6 months to less than a year;55-64;10;Female
12366250;Complete;1 year to less than 3 years;45-54;10;Female
12366362;Complete;6 months to less than a year;35-44;10;Female
12368195;Complete;Less than 6 months;25-34;9;Male
12368997;Complete;6 months to less than a year;45-54;10;Male
12380161;Complete;1 year to less than 3 years;25-34;10;Female
12387332;Complete;1 year to less than 3 years;45-54;10;Male
12387514;Complete;1 year to less than 3 years;45-54;10;Male
12389851;Complete;1 year to less than 3 years;55-64;9;Male
12390038;Complete;1 year to less than 3 years;45-54;10;Female
12391489;Incomplete;Less than 6 months;35-44;;
12394975;Complete;1 year to less than 3 years;45-54;10;Female
12395581;Complete;1 year to less than 3 years;45-54;10;Female
12401647;Complete;1 year to less than 3 years;35-44;10;Male
12402394;Complete;10 years to less than 15 years;25-34;10;Female
12402550;Complete;1 year to less than 3 years;25-34;10;Female
12402935;Complete;1 year to less than 3 years;45-54;10;Female
12403262;Complete;1 year to less than 3 years;25-34;10;Male
12404603;Complete;Less than 6 months;18-24;8;Female
12407403;Complete;Less than 6 months;35-44;10;Female
12407602;Complete;Less than 6 months;18-24;10;Male
12408452;Complete;1 year to less than 3 years;25-34;10;Female
12408643;Complete;3 years to less than 5 years;55-64;10;Female
12409720;Complete;1 year to less than 3 years;45-54;10;Female
12410297;Complete;1 year to less than 3 years;45-54;10;Female
12410472;Complete;Less than 6 months;18-24;5;Male
12412638;Complete;Less than 6 months;55-64;10;Female
12416009;Complete;Less than 6 months;45-54;10;Female
12416504;Complete;1 year to less than 3 years;35-44;10;Female
12417092;Complete;1 year to less than 3 years;25-34;10;Female
12417839;Complete;10 years to less than 15 years;25-34;10;Female
12418824;Complete;Less than 6 months;45-54;8;Female
12419155;Incomplete;6 months to less than a year;25-34;;
12419388;Complete;5 years to less than 10 years;25-34;10;Female
12419511;Complete;3 years to less than 5 years;45-54;10;Male
12420065;Complete;1 year to less than 3 years;25-34;10;Female
12421198;Complete;3 years to less than 5 years;45-54;10;Female
12421438;Complete;1 year to less than 3 years;25-34;10;Female
12422049;Complete;Less than 6 months;55-64;10;Female
12422691;Complete;1 year to less than 3 years;45-54;10;
12422777;Complete;3 years to less than 5 years;45-54;10;Female
12423673;Incomplete;1 year to less than 3 years;65-74;;
12424040;Complete;1 year to less than 3 years;35-44;10;Female
12424939;Complete;3 years to less than 5 years;45-54;10;Female
12428341;Complete;1 year to less than 3 years;35-44;10;Male
12428402;Complete;Less than 6 months;18-24;10;Female
12432196;Complete;1 year to less than 3 years;35-44;10;Female
12433423;Complete;1 year to less than 3 years;18-24;10;Male
12450224;Complete;5 years to less than 10 years;45-54;10;Female
12453656;Complete;5 years to less than 10 years;35-44;10;Female
12455909;Complete;5 years to less than 10 years;35-44;10;Female
12460036;Incomplete;6 months to less than a year;;;
12464037;Complete;Less than 6 months;25-34;10;Female
12464278;Complete;6 months to less than a year;45-54;7;Male
12464403;Complete;1 year to less than 3 years;25-34;;Male
12466091;Complete;1 year to less than 3 years;35-44;10;Female
12466828;Incomplete;3 years to less than 5 years;45-54;;
12468673;Complete;Less than 6 months;35-44;10;Male
12470164;Complete;1 year to less than 3 years;45-54;10;Female
12471856;Complete;1 year to less than 3 years;35-44;10;Male
12472382;Complete;10 years to less than 15 years;18-24;10;Female
12472969;Complete;3 years to less than 5 years;25-34;10;Female
12474708;Complete;3 years to less than 5 years;55-64;10;Female
12475043;Complete;Less than 6 months;18-24;10;Female
12479001;Complete;1 year to less than 3 years;45-54;9;Female
12479100;Complete;1 year to less than 3 years;25-34;10;Female
12479171;Complete;Less than 6 months;35-44;0;Male
12479366;Complete;6 months to less than a year;25-34;10;Female
12479911;Complete;3 years to less than 5 years;35-44;10;Female
12479928;Complete;3 years to less than 5 years;45-54;9;Male
12480221;Incomplete;Less than 6 months;25-34;10;Female
12480597;Complete;3 years to less than 5 years;25-34;10;Female
12480687;Complete;3 years to less than 5 years;45-54;10;Female
12480719;Complete;Less than 6 months;25-34;10;Female
12480770;Complete;6 months to less than a year;45-54;8;Male
12480926;Complete;Less than 6 months;25-34;9;Female
12481277;Complete;5 years to less than 10 years;45-54;10;Female
12481325;Complete;5 years to less than 10 years;35-44;9;Male
12481357;Complete;3 years to less than 5 years;18-24;10;Male
12481390;Incomplete;1 year to less than 3 years;45-54;;
12481527;Complete;5 years to less than 10 years;18-24;10;Male
12481572;Complete;3 years to less than 5 years;55-64;10;Female
12481586;Complete;3 years to less than 5 years;18-24;10;Female
12481666;Complete;Less than 6 months;25-34;10;Female
12481744;Complete;Less than 6 months;25-34;10;Female
12481862;Complete;6 months to less than a year;35-44;10;Female
12482139;Complete;1 year to less than 3 years;45-54;5;Male
12482272;Complete;5 years to less than 10 years;45-54;10;Male
12482289;Incomplete;10 years to less than 15 years;25-34;;
12482459;Complete;1 year to less than 3 years;35-44;9;Female
12482541;Complete;Less than 6 months;45-54;10;Female
12482990;Complete;3 years to less than 5 years;25-34;;Female
12483413;Complete;5 years to less than 10 years;35-44;10;Female
12483461;Complete;Less than 6 months;55-64;10;Female
12483479;Complete;3 years to less than 5 years;25-34;10;Female
12483531;Complete;3 years to less than 5 years;55-64;10;Female
12483601;Complete;3 years to less than 5 years;25-34;10;Female
12483794;Complete;5 years to less than 10 years;45-54;10;Male
12483887;Complete;5 years to less than 10 years;55-64;10;Male
12483937;Terminated;1 year to less than 3 years;Under 18;;
12483990;Complete;1 year to less than 3 years;25-34;5;Male
12484131;Complete;1 year to less than 3 years;25-34;10;Male
12484206;Complete;5 years to less than 10 years;25-34;9;Male
12484564;Complete;6 months to less than a year;25-34;10;Female
12484646;Complete;3 years to less than 5 years;18-24;10;Female
12484820;Complete;1 year to less than 3 years;45-54;10;Female
12484856;Complete;Less than 6 months;25-34;10;Female
12485125;Complete;1 year to less than 3 years;25-34;10;Female
12485145;Complete;1 year to less than 3 years;45-54;10;Female
12485517;Complete;Less than 6 months;35-44;10;Male
12485764;Complete;3 years to less than 5 years;25-34;10;Female
12485968;Complete;3 years to less than 5 years;18-24;10;Female
12486149;Complete;3 years to less than 5 years;45-54;10;Female
12486277;Terminated;6 months to less than a year;Under 18;;
12486460;Incomplete;1 year to less than 3 years;18-24;;
12486474;Complete;5 years to less than 10 years;18-24;10;Female
12487346;Complete;Less than 6 months;18-24;10;Female
12487414;Complete;1 year to less than 3 years;45-54;10;Female
12487439;Complete;10 years to less than 15 years;45-54;10;Female
12487537;Complete;1 year to less than 3 years;18-24;10;Female
12487625;Complete;1 year to less than 3 years;45-54;8;Female
12488670;Complete;1 year to less than 3 years;55-64;10;Female
12488926;Complete;1 year to less than 3 years;25-34;10;Female
12488987;Complete;1 year to less than 3 years;25-34;10;Male
12488990;Complete;6 months to less than a year;35-44;10;Female
12489197;Complete;1 year to less than 3 years;25-34;8;Female
12489216;Complete;6 months to less than a year;35-44;10;Female
12489254;Complete;5 years to less than 10 years;35-44;10;Male
12489710;Incomplete;1 year to less than 3 years;25-34;;
12489792;Incomplete;6 months to less than a year;35-44;;
12490058;Complete;1 year to less than 3 years;55-64;10;Female
12490297;Complete;1 year to less than 3 years;35-44;10;Female
12491320;Complete;1 year to less than 3 years;25-34;10;Female
12491432;Complete;5 years to less than 10 years;35-44;10;Female
12491681;Complete;5 years to less than 10 years;45-54;9;Male
12491709;Complete;3 years to less than 5 years;35-44;9;Female
12491713;Incomplete;6 months to less than a year;25-34;;
12491838;Complete;6 months to less than a year;25-34;10;Female
12491843;Complete;1 year to less than 3 years;35-44;10;Male
12491884;Complete;1 year to less than 3 years;25-34;10;Female
12491973;Complete;1 year to less than 3 years;45-54;10;Female
12492632;Complete;1 year to less than 3 years;25-34;10;Female
12492652;Complete;6 months to less than a year;45-54;10;Female
12492953;Complete;Less than 6 months;18-24;10;Female
12493569;Complete;6 months to less than a year;18-24;10;Female
12493842;Complete;1 year to less than 3 years;45-54;8;Female
12494003;Complete;5 years to less than 10 years;45-54;10;Male
12494012;Complete;3 years to less than 5 years;35-44;10;Female
12494077;Complete;6 months to less than a year;18-24;10;Female
12494194;Complete;1 year to less than 3 years;35-44;10;Female
12494434;Complete;6 months to less than a year;55-64;10;Female
12494718;Complete;5 years to less than 10 years;18-24;10;Male
12495451;Complete;Less than 6 months;55-64;10;Female
12495679;Complete;1 year to less than 3 years;65-74;10;Female
12495864;Complete;1 year to less than 3 years;45-54;10;Female
12496094;Complete;6 months to less than a year;35-44;10;Female
12496333;Complete;6 months to less than a year;55-64;10;Female
12496673;Complete;6 months to less than a year;35-44;10;Female
12496709;Incomplete;1 year to less than 3 years;18-24;;
12496794;Complete;1 year to less than 3 years;25-34;10;Female
12497601;Complete;6 months to less than a year;25-34;10;Male
12497890;Complete;1 year to less than 3 years;25-34;10;Female
12498263;Complete;10 years to less than 15 years;45-54;10;Male
12498576;Complete;1 year to less than 3 years;45-54;10;Female
12498607;Complete;Less than 6 months;25-34;10;Female
12499046;Complete;1 year to less than 3 years;25-34;10;Male
12499094;Complete;1 year to less than 3 years;35-44;10;Female
12499641;Complete;1 year to less than 3 years;18-24;10;Female
12499742;Complete;5 years to less than 10 years;35-44;10;Male
12499784;Incomplete;5 years to less than 10 years;18-24;;
12499807;Complete;1 year to less than 3 years;55-64;10;Female
12499834;Incomplete;1 year to less than 3 years;18-24;;
12500059;Complete;Less than 6 months;45-54;7;Male
12500080;Complete;1 year to less than 3 years;45-54;10;Female
12500115;Complete;5 years to less than 10 years;35-44;9;Male
12500181;Complete;3 years to less than 5 years;45-54;10;Female
12500286;Complete;1 year to less than 3 years;25-34;10;Female
12500330;Incomplete;5 years to less than 10 years;35-44;;
12500338;Complete;6 months to less than a year;25-34;10;Male
12500340;Complete;3 years to less than 5 years;25-34;10;Female
12500597;Incomplete;5 years to less than 10 years;45-54;;
12500688;Complete;5 years to less than 10 years;25-34;10;Female
12500755;Complete;1 year to less than 3 years;35-44;9;Female
12500905;Incomplete;3 years to less than 5 years;55-64;8;Female
12501112;Complete;1 year to less than 3 years;45-54;10;Female
12501150;Complete;6 months to less than a year;18-24;10;Female
12501378;Incomplete;1 year to less than 3 years;25-34;;
12501758;Complete;1 year to less than 3 years;18-24;10;Female
12501920;Complete;5 years to less than 10 years;55-64;10;Female
12502237;Complete;Less than 6 months;35-44;10;Female
12502264;Complete;1 year to less than 3 years;25-34;9;Female
12502618;Complete;1 year to less than 3 years;35-44;10;Female
12502860;Complete;5 years to less than 10 years;25-34;6;Female
12503090;Complete;3 years to less than 5 years;35-44;10;Male
12503251;Complete;3 years to less than 5 years;25-34;10;Female
12503270;Complete;1 year to less than 3 years;65-74;4;Female
12503509;Complete;1 year to less than 3 years;35-44;10;Female
12503850;Complete;10 years to less than 15 years;25-34;10;Male
12504020;Complete;1 year to less than 3 years;35-44;10;Female
12504078;Complete;1 year to less than 3 years;55-64;10;Female
12504119;Complete;10 years to less than 15 years;25-34;8;Male
12504408;Complete;5 years to less than 10 years;35-44;10;Female
12504611;Complete;6 months to less than a year;45-54;10;Female
12504656;Complete;1 year to less than 3 years;35-44;8;Female
12504743;Complete;Less than 6 months;25-34;10;Female
12505009;Complete;10 years to less than 15 years;35-44;10;Female
12505099;Incomplete;3 years to less than 5 years;45-54;;
12505234;Complete;10 years to less than 15 years;65-74;10;Female
12505360;Complete;3 years to less than 5 years;35-44;10;Female
12505507;Complete;1 year to less than 3 years;18-24;10;Female
12505896;Complete;1 year to less than 3 years;35-44;10;Male
12506213;Complete;3 years to less than 5 years;35-44;10;Female
12506473;Complete;Less than 6 months;35-44;10;Female
12506517;Complete;5 years to less than 10 years;35-44;8;Male
12506790;Complete;1 year to less than 3 years;35-44;10;Female
12507121;Complete;10 years to less than 15 years;35-44;9;Male
12507562;Complete;5 years to less than 10 years;25-34;10;Female
12507570;Complete;1 year to less than 3 years;35-44;9;Female
12508031;Complete;1 year to less than 3 years;45-54;10;Female
12508242;Complete;3 years to less than 5 years;55-64;10;Male
12508264;Complete;Less than 6 months;25-34;10;Male
12508395;Complete;6 months to less than a year;25-34;10;Male
12508454;Complete;1 year to less than 3 years;55-64;9;Female
12508507;Complete;1 year to less than 3 years;45-54;10;Female
12508518;Complete;6 months to less than a year;25-34;10;Female
12508630;Complete;6 months to less than a year;45-54;10;Female
12508718;Complete;Less than 6 months;25-34;10;Male
12508763;Complete;Less than 6 months;25-34;10;Female
12508798;Complete;1 year to less than 3 years;25-34;10;Male
12508885;Complete;3 years to less than 5 years;55-64;10;Female
12509079;Complete;Less than 6 months;18-24;9;Female
12509406;Complete;1 year to less than 3 years;25-34;10;Female
12509749;Complete;More than 15 years;55-64;10;Male
12509761;Complete;Less than 6 months;35-44;10;Male
12511148;Complete;3 years to less than 5 years;45-54;8;Female
12511678;Complete;1 year to less than 3 years;18-24;10;Female
12511777;Complete;6 months to less than a year;25-34;10;Female
12512114;Incomplete;1 year to less than 3 years;35-44;;
12512167;Complete;1 year to less than 3 years;45-54;10;Male
12512179;Complete;6 months to less than a year;55-64;10;Female
12512323;Complete;5 years to less than 10 years;35-44;10;Male
12512374;Complete;1 year to less than 3 years;45-54;10;Female
12512972;Complete;5 years to less than 10 years;45-54;10;Male
12513214;Complete;1 year to less than 3 years;25-34;10;Male
12513508;Complete;Less than 6 months;45-54;10;Female
12513602;Incomplete;1 year to less than 3 years;18-24;;
12513855;Complete;5 years to less than 10 years;45-54;10;Female
12514283;Terminated;1 year to less than 3 years;Under 18;;
12514643;Complete;1 year to less than 3 years;35-44;10;Female
12514666;Complete;3 years to less than 5 years;25-34;10;Female
12514973;Complete;1 year to less than 3 years;45-54;10;Female
12515270;Complete;6 months to less than a year;25-34;10;Female
12515438;Complete;10 years to less than 15 years;35-44;10;Male
12515638;Complete;6 months to less than a year;35-44;10;Female
12515845;Complete;5 years to less than 10 years;18-24;8;Female
12515918;Complete;1 year to less than 3 years;18-24;10;Female
12515930;Complete;5 years to less than 10 years;25-34;10;Female
12516471;Complete;3 years to less than 5 years;25-34;10;Male
12516628;Complete;1 year to less than 3 years;35-44;10;Female
12516671;Complete;1 year to less than 3 years;45-54;8;Female
12516710;Complete;3 years to less than 5 years;45-54;10;Female
12517186;Complete;3 years to less than 5 years;35-44;8;Female
12517287;Incomplete;1 year to less than 3 years;25-34;;
12517668;Terminated;1 year to less than 3 years;Under 18;;
12517814;Complete;1 year to less than 3 years;35-44;10;Male
12517951;Complete;1 year to less than 3 years;45-54;10;Female
12518081;Complete;1 year to less than 3 years;65-74;10;Female
12518440;Incomplete;1 year to less than 3 years;25-34;;
12519158;Complete;1 year to less than 3 years;25-34;10;Female
12519159;Incomplete;1 year to less than 3 years;35-44;;
12519347;Complete;1 year to less than 3 years;25-34;10;Female
12519438;Complete;1 year to less than 3 years;35-44;10;Male
12519548;Complete;1 year to less than 3 years;55-64;10;Female
12520901;Complete;1 year to less than 3 years;55-64;10;Female
12522607;Complete;1 year to less than 3 years;55-64;8;Female
12523097;Terminated;3 years to less than 5 years;Under 18;;
12523380;Complete;Less than 6 months;25-34;10;Female
12523653;Complete;1 year to less than 3 years;35-44;10;Female
12523798;Complete;1 year to less than 3 years;45-54;10;Female
12523800;Complete;5 years to less than 10 years;25-34;10;Male
12524477;Complete;Less than 6 months;25-34;10;Male
12524799;Complete;3 years to less than 5 years;35-44;10;Female
12524880;Complete;Less than 6 months;35-44;10;Male
12525580;Complete;Less than 6 months;25-34;10;Male
12526268;Complete;1 year to less than 3 years;45-54;7;Female
12526287;Complete;6 months to less than a year;25-34;10;Female
12526989;Complete;1 year to less than 3 years;25-34;10;Female
12527216;Complete;6 months to less than a year;25-34;10;Female
12527762;Complete;1 year to less than 3 years;35-44;10;Female
12528321;Complete;3 years to less than 5 years;45-54;10;Female
12529031;Complete;5 years to less than 10 years;18-24;10;Male
12529809;Incomplete;1 year to less than 3 years;65-74;;
12530226;Complete;3 years to less than 5 years;45-54;10;Female
12530476;Complete;3 years to less than 5 years;45-54;8;Female
12530763;Complete;3 years to less than 5 years;55-64;10;Female
12530851;Terminated;1 year to less than 3 years;Under 18;;
12531430;Complete;1 year to less than 3 years;45-54;10;Female
12531551;Incomplete;1 year to less than 3 years;25-34;;
12533467;Complete;6 months to less than a year;25-34;10;Female
12533822;Complete;1 year to less than 3 years;18-24;7;Female
12534602;Complete;6 months to less than a year;45-54;8;Female
12534673;Complete;5 years to less than 10 years;25-34;10;Female
12534767;Complete;5 years to less than 10 years;18-24;6;Male
12535778;Complete;5 years to less than 10 years;25-34;8;Male
12536615;Complete;1 year to less than 3 years;45-54;10;Female
12536673;Complete;1 year to less than 3 years;35-44;8;Female
12536902;Complete;3 years to less than 5 years;25-34;10;Female
12536987;Complete;5 years to less than 10 years;25-34;10;Male
12537320;Complete;5 years to less than 10 years;18-24;10;Male
12537509;Complete;1 year to less than 3 years;18-24;10;Female
12537913;Complete;6 months to less than a year;55-64;10;Female
12538030;Complete;1 year to less than 3 years;18-24;8;Female
12538311;Complete;6 months to less than a year;45-54;10;Female
12538743;Complete;1 year to less than 3 years;18-24;10;Female
12539046;Complete;Less than 6 months;55-64;10;Male
12539466;Complete;5 years to less than 10 years;45-54;8;Female
12540428;Complete;Less than 6 months;35-44;10;Female
12540904;Complete;1 year to less than 3 years;45-54;10;Female
12541217;Complete;3 years to less than 5 years;55-64;10;Female
12541220;Complete;Less than 6 months;35-44;10;Female
12541259;Complete;5 years to less than 10 years;45-54;7;Female
12541421;Complete;1 year to less than 3 years;55-64;10;Female
12541788;Complete;Less than 6 months;25-34;10;Female
12541859;Complete;6 months to less than a year;55-64;10;Female
12542124;Complete;1 year to less than 3 years;35-44;10;Female
12542438;Complete;1 year to less than 3 years;25-34;10;Female
12542474;Complete;1 year to less than 3 years;25-34;10;Male
12542831;Incomplete;1 year to less than 3 years;45-54;;
12543083;Incomplete;Less than 6 months;45-54;;
12543827;Complete;Less than 6 months;25-34;10;Female
12544043;Complete;5 years to less than 10 years;25-34;9;Male
12544754;Complete;6 months to less than a year;45-54;10;Male
12545184;Complete;3 years to less than 5 years;25-34;10;Female
12545388;Complete;1 year to less than 3 years;25-34;10;Female
12546202;Complete;1 year to less than 3 years;25-34;10;Female
12546278;Complete;1 year to less than 3 years;35-44;10;Female
12546481;Complete;More than 15 years;55-64;8;Female
12546748;Complete;6 months to less than a year;55-64;10;Male
12546771;Complete;1 year to less than 3 years;55-64;10;Female
12546824;Complete;6 months to less than a year;35-44;10;Female
12547105;Complete;1 year to less than 3 years;35-44;10;Male
12547238;Complete;1 year to less than 3 years;35-44;10;Female
12547462;Complete;Less than 6 months;25-34;10;Female
12547914;Incomplete;5 years to less than 10 years;35-44;;
12548266;Complete;1 year to less than 3 years;45-54;10;Female
12548318;Complete;5 years to less than 10 years;45-54;10;Female
12548761;Complete;3 years to less than 5 years;18-24;10;Male
12549327;Complete;1 year to less than 3 years;35-44;10;Male
12549730;Complete;Less than 6 months;18-24;10;Female
12549909;Complete;Less than 6 months;45-54;10;Male
12549913;Complete;3 years to less than 5 years;45-54;10;Female
12550022;Complete;1 year to less than 3 years;18-24;8;Female
12550029;Complete;1 year to less than 3 years;25-34;10;Female
12550424;Complete;6 months to less than a year;55-64;10;Male
12550584;Complete;1 year to less than 3 years;25-34;10;Female
12551016;Complete;Less than 6 months;18-24;10;Female
12551354;Complete;3 years to less than 5 years;45-54;10;Female
12551639;Incomplete;6 months to less than a year;18-24;;
12551717;Incomplete;1 year to less than 3 years;45-54;;
12552167;Complete;3 years to less than 5 years;35-44;10;Male
12552588;Complete;5 years to less than 10 years;35-44;10;Female
12552807;Complete;10 years to less than 15 years;25-34;10;Female
12553329;Complete;1 year to less than 3 years;18-24;10;Female
12553955;Complete;Less than 6 months;35-44;10;Male
12554137;Complete;6 months to less than a year;55-64;10;Female
12554186;Complete;1 year to less than 3 years;45-54;10;Male
12554419;Complete;5 years to less than 10 years;45-54;10;Female
12554456;Incomplete;3 years to less than 5 years;35-44;;
12554484;Complete;1 year to less than 3 years;55-64;10;Male
12554517;Complete;1 year to less than 3 years;35-44;10;Female
12555066;Complete;3 years to less than 5 years;25-34;10;Female
12555147;Complete;1 year to less than 3 years;55-64;10;Male
12556346;Incomplete;5 years to less than 10 years;25-34;;
12557524;Complete;6 months to less than a year;45-54;10;Female
12557585;Complete;1 year to less than 3 years;25-34;10;Female
12557930;Complete;10 years to less than 15 years;25-34;8;Female
12558100;Complete;5 years to less than 10 years;45-54;10;Female
12558136;Complete;3 years to less than 5 years;45-54;10;Female
12558150;Complete;5 years to less than 10 years;35-44;10;Female
12558215;Complete;3 years to less than 5 years;35-44;9;Male
12558378;Complete;1 year to less than 3 years;18-24;10;Female
12559800;Complete;1 year to less than 3 years;35-44;10;Female
12559864;Complete;6 months to less than a year;25-34;10;Female
12559890;Complete;1 year to less than 3 years;35-44;10;Female
12559984;Complete;1 year to less than 3 years;18-24;8;Male
12560138;Incomplete;3 years to less than 5 years;25-34;;
12560223;Complete;3 years to less than 5 years;55-64;10;Male
12560368;Complete;3 years to less than 5 years;45-54;10;Female
12560736;Complete;5 years to less than 10 years;55-64;10;Female
12560815;Complete;1 year to less than 3 years;35-44;10;Female
12560967;Complete;6 months to less than a year;45-54;10;Female
12561006;Complete;6 months to less than a year;18-24;10;Male
12561192;Complete;1 year to less than 3 years;45-54;10;Female
12561432;Complete;1 year to less than 3 years;18-24;10;Female
12561529;Complete;3 years to less than 5 years;55-64;10;Male
12561532;Complete;5 years to less than 10 years;35-44;10;
12561597;Incomplete;6 months to less than a year;25-34;;
12561618;Complete;1 year to less than 3 years;45-54;10;Female
12561870;Complete;1 year to less than 3 years;45-54;10;Female
12562009;Complete;5 years to less than 10 years;18-24;6;Female
12562140;Incomplete;1 year to less than 3 years;45-54;;
12563020;Complete;More than 15 years;35-44;10;Female
12563636;Complete;6 months to less than a year;55-64;10;Male
12564004;Complete;Less than 6 months;35-44;10;Female
12565047;Complete;Less than 6 months;45-54;8;Male
12565119;Complete;1 year to less than 3 years;45-54;9;Male
12565136;Complete;1 year to less than 3 years;45-54;10;Female
12565523;Incomplete;1 year to less than 3 years;25-34;;
12566550;Complete;1 year to less than 3 years;25-34;10;Female
12566563;Complete;1 year to less than 3 years;25-34;10;Female
12568566;Complete;5 years to less than 10 years;35-44;10;Male
12568820;Complete;Less than 6 months;25-34;5;Male
12570050;Complete;1 year to less than 3 years;45-54;10;Male
12570353;Complete;6 months to less than a year;55-64;10;Male
12574073;Complete;1 year to less than 3 years;35-44;8;Female
12574968;Complete;Less than 6 months;25-34;10;Female
