id,risco_credito,idade,renda_anual,sexo,estado_civil,qtd_filhos,qtd_cartoes_credito,forma_pagamento,paga_hipoteca,outros_emprestimos
1205,alto_risco,NA,NA,masculino,divorciado,2,5,semanal,nao,3
1206,medio_risco,24,23703,masculino,casado,2,1,semanal,sim,2
1207,medio_risco,19,NA,NA,NA,2,0,mensal,sim,1
1208,medio_risco,25,23698,feminino,casado,2,2,mensal,NA,1
1209,medio_risco,NA,23693,feminino,divorciado,2,6,semanal,nao,3
1210,baixo_risco,48,23688,masculino,divorciado,4,6,semanal,nao,NA
1211,medio_risco,23,23682,masculino,solteiro,NA,NA,NA,sim,1
1212,medio_risco,22,23682,feminino,solteiro,1,2,semanal,nao,1
1213,medio_risco,20,23680,feminino,casado,2,1,mensal,sim,2
1214,medio_risco,18,23677,feminino,casado,NA,1,mensal,sim,NA
1215,medio_risco,25,NA,feminino,NA,1,2,semanal,sim,2
1216,medio_risco,30,23663,feminino,solteiro,1,1,mensal,sim,1
1217,medio_risco,NA,23662,feminino,solteiro,1,2,semanal,nao,1
1218,medio_risco,23,23661,masculino,solteiro,0,1,semanal,nao,1
1219,medio_risco,25,23656,masculino,casado,1,0,mensal,sim,1
1220,medio_risco,35,23653,NA,solteiro,0,2,semanal,sim,1
1221,medio_risco,21,23646,feminino,NA,NA,0,semanal,sim,1
1222,medio_risco,21,23641,feminino,solteiro,0,3,mensal,sim,1
1223,alto_risco,46,23638,feminino,divorciado,2,5,semanal,sim,2
1224,baixo_risco,35,NA,masculino,divorciado,4,5,NA,NA,3
1225,baixo_risco,43,23636,masculino,divorciado,3,5,semanal,NA,3
1226,medio_risco,25,23628,masculino,solteiro,0,3,mensal,sim,1
1227,alto_risco,18,23626,masculino,casado,2,2,mensal,sim,1
1228,alto_risco,48,NA,masculino,casado,2,4,semanal,sim,2
1229,medio_risco,NA,23611,masculino,NA,1,2,semanal,sim,1
1230,alto_risco,23,23606,feminino,solteiro,0,1,NA,sim,1
1231,medio_risco,23,23604,masculino,solteiro,1,2,mensal,sim,1
1232,medio_risco,24,23599,masculino,casado,2,NA,mensal,sim,2
1233,medio_risco,20,23599,masculino,casado,NA,2,mensal,sim,2
1234,medio_risco,24,23593,masculino,solteiro,1,3,NA,nao,1
1235,medio_risco,22,23593,masculino,casado,2,0,semanal,sim,2
1236,medio_risco,22,23593,NA,solteiro,NA,1,NA,nao,1
1237,medio_risco,23,23590,feminino,casado,NA,0,NA,NA,2
1238,medio_risco,32,23588,feminino,casado,NA,1,mensal,sim,2
1239,medio_risco,23,23586,feminino,solteiro,1,2,NA,sim,1
1240,medio_risco,23,23578,feminino,solteiro,0,2,semanal,sim,1
1241,medio_risco,19,23578,masculino,casado,NA,2,semanal,sim,1
1242,medio_risco,25,23576,masculino,solteiro,1,3,mensal,nao,1
1243,medio_risco,NA,23567,masculino,casado,2,0,semanal,NA,2
1244,medio_risco,24,23566,masculino,casado,2,0,semanal,sim,2
1245,baixo_risco,50,23565,feminino,divorciado,2,6,semanal,sim,3
1246,medio_risco,25,23565,feminino,casado,2,2,mensal,sim,1
1247,baixo_risco,27,NA,feminino,solteiro,NA,NA,semanal,sim,1
1248,medio_risco,23,23557,masculino,casado,2,1,mensal,sim,2
1249,alto_risco,22,23552,feminino,casado,1,1,semanal,sim,2
1250,alto_risco,50,23550,masculino,divorciado,4,5,semanal,nao,3
1251,alto_risco,41,23546,feminino,casado,2,4,NA,sim,1
1252,medio_risco,18,23540,NA,casado,2,1,mensal,sim,2
1253,alto_risco,46,23531,NA,divorciado,4,6,semanal,nao,3
1254,medio_risco,23,23522,feminino,solteiro,1,2,semanal,nao,1
1255,medio_risco,21,23519,feminino,solteiro,1,1,mensal,sim,1
1256,medio_risco,24,23518,masculino,solteiro,0,2,mensal,sim,1
1257,alto_risco,41,23516,feminino,casado,3,4,mensal,sim,1
1258,medio_risco,25,23515,masculino,casado,1,2,mensal,sim,2
1259,medio_risco,22,23513,masculino,solteiro,1,2,semanal,sim,1
1260,medio_risco,24,23507,masculino,solteiro,0,3,mensal,sim,1
1261,medio_risco,19,NA,NA,casado,1,2,semanal,sim,2
1262,alto_risco,28,23504,masculino,NA,2,0,NA,sim,2
1263,medio_risco,22,23492,feminino,solteiro,0,3,semanal,sim,NA
1264,alto_risco,25,23483,masculino,casado,1,1,mensal,sim,2
1265,medio_risco,NA,23481,feminino,casado,2,NA,semanal,NA,2
1266,medio_risco,50,23480,masculino,divorciado,4,5,semanal,nao,2
1267,medio_risco,25,23477,feminino,NA,1,1,semanal,nao,1
1268,medio_risco,20,NA,feminino,solteiro,1,2,semanal,sim,NA
1269,medio_risco,24,23475,masculino,solteiro,0,3,mensal,nao,1
1270,medio_risco,50,23471,feminino,divorciado,2,6,semanal,sim,3
1271,medio_risco,25,23465,NA,casado,1,NA,mensal,sim,1
1272,alto_risco,22,23464,feminino,casado,NA,0,mensal,sim,2
1273,medio_risco,21,23463,feminino,casado,2,2,mensal,sim,1
1274,medio_risco,21,23452,masculino,solteiro,NA,1,semanal,nao,NA
1275,baixo_risco,33,23450,feminino,casado,2,1,NA,sim,2
1276,medio_risco,44,23444,masculino,divorciado,4,5,semanal,sim,NA
1277,medio_risco,25,23438,feminino,solteiro,NA,3,semanal,nao,1
1278,alto_risco,20,23429,masculino,solteiro,NA,2,mensal,sim,NA
1279,medio_risco,23,23428,masculino,NA,0,NA,mensal,nao,1
1280,alto_risco,42,23414,masculino,casado,NA,3,mensal,sim,2
1281,baixo_risco,43,23413,NA,divorciado,NA,NA,NA,nao,3
1282,medio_risco,31,23399,NA,casado,1,0,mensal,sim,2
1283,medio_risco,25,23397,masculino,casado,1,1,mensal,sim,1
1284,medio_risco,34,23395,masculino,solteiro,1,2,mensal,nao,1
1285,medio_risco,32,23388,masculino,casado,1,1,semanal,sim,1
1286,medio_risco,18,23387,feminino,casado,1,0,semanal,sim,2
1287,alto_risco,22,23386,masculino,casado,1,1,semanal,sim,2
1288,baixo_risco,48,23385,masculino,divorciado,2,6,semanal,NA,2
1289,medio_risco,30,23381,masculino,casado,2,NA,semanal,sim,2
1290,medio_risco,23,23378,feminino,solteiro,NA,1,semanal,sim,1
1291,medio_risco,19,23374,feminino,NA,2,1,mensal,sim,1
1292,baixo_risco,49,23371,masculino,casado,2,3,NA,sim,1
1293,alto_risco,44,23371,masculino,divorciado,3,5,semanal,nao,2
1294,alto_risco,47,23365,masculino,divorciado,3,6,semanal,NA,3
1295,medio_risco,24,23365,masculino,solteiro,NA,2,mensal,sim,1
1296,medio_risco,40,NA,masculino,NA,2,3,mensal,sim,1
1297,medio_risco,21,23350,feminino,solteiro,0,NA,mensal,nao,NA
1298,baixo_risco,31,NA,feminino,divorciado,4,5,semanal,nao,3
1299,medio_risco,19,23343,masculino,casado,2,1,mensal,sim,2
1300,alto_risco,24,23339,masculino,casado,1,2,semanal,sim,1
1301,medio_risco,25,NA,NA,solteiro,0,2,semanal,nao,1
1302,medio_risco,49,23332,masculino,NA,2,5,semanal,nao,3
1303,medio_risco,24,NA,masculino,solteiro,1,2,semanal,sim,1
1304,alto_risco,45,23329,feminino,divorciado,2,5,semanal,sim,3
1305,medio_risco,25,23329,masculino,casado,2,2,semanal,sim,1
1306,medio_risco,NA,NA,masculino,solteiro,0,3,mensal,nao,1
1307,alto_risco,49,NA,masculino,divorciado,2,5,semanal,nao,3
1308,medio_risco,NA,23318,feminino,solteiro,0,2,mensal,nao,1
1309,medio_risco,NA,23315,feminino,casado,2,1,semanal,sim,2
1310,medio_risco,22,23314,masculino,casado,NA,2,semanal,sim,2
1311,medio_risco,23,23311,masculino,solteiro,0,1,mensal,sim,1
1312,medio_risco,21,23305,masculino,casado,2,1,semanal,sim,2
1313,medio_risco,22,23302,masculino,casado,1,1,mensal,NA,2
1314,medio_risco,23,23299,masculino,casado,1,2,mensal,sim,1
1315,medio_risco,20,23285,feminino,solteiro,1,2,mensal,sim,1
1316,medio_risco,21,23279,feminino,solteiro,1,NA,mensal,NA,1
1317,medio_risco,20,23272,feminino,solteiro,NA,2,mensal,NA,1
1318,baixo_risco,47,23263,feminino,divorciado,2,6,semanal,sim,3
1319,medio_risco,24,23259,feminino,solteiro,1,3,mensal,nao,1
1320,alto_risco,49,23251,NA,casado,2,3,mensal,sim,1
1321,medio_risco,20,23249,NA,solteiro,1,3,semanal,sim,1
1322,medio_risco,19,23246,feminino,casado,2,2,mensal,sim,1
1323,medio_risco,NA,23244,masculino,divorciado,4,5,semanal,sim,3
1324,medio_risco,35,23242,masculino,casado,2,0,mensal,NA,1
1325,alto_risco,50,23240,feminino,casado,3,3,mensal,sim,2
1326,medio_risco,23,23238,masculino,casado,1,2,mensal,sim,NA
1327,medio_risco,21,23234,masculino,casado,1,1,semanal,sim,1
1328,medio_risco,36,23232,masculino,casado,2,2,mensal,sim,2
1329,alto_risco,49,23230,feminino,divorciado,2,5,semanal,sim,2
1330,alto_risco,26,23229,masculino,casado,3,3,mensal,sim,2
1331,medio_risco,NA,23227,masculino,casado,2,1,semanal,NA,1
1332,baixo_risco,45,23225,feminino,divorciado,3,5,semanal,sim,3
1333,medio_risco,20,23216,feminino,solteiro,0,1,mensal,nao,1
1334,medio_risco,NA,23209,masculino,solteiro,0,2,semanal,sim,NA
1335,medio_risco,37,23201,feminino,casado,2,2,NA,NA,1
1336,medio_risco,26,23194,feminino,solteiro,1,2,semanal,nao,1
1337,medio_risco,22,NA,masculino,casado,2,2,semanal,sim,1
1338,medio_risco,NA,23185,feminino,casado,2,0,semanal,NA,2
1339,medio_risco,19,23185,masculino,casado,2,2,mensal,sim,1
1340,medio_risco,NA,23182,masculino,casado,NA,0,mensal,sim,2
1341,alto_risco,47,23177,masculino,divorciado,3,5,semanal,nao,3
1342,medio_risco,23,23175,feminino,casado,2,0,semanal,sim,NA
1343,medio_risco,34,23164,feminino,casado,NA,0,semanal,NA,2
1344,alto_risco,19,NA,feminino,casado,1,1,semanal,sim,1
1345,medio_risco,25,23159,feminino,casado,1,2,mensal,sim,1
1346,medio_risco,35,23158,masculino,casado,1,1,mensal,sim,2
1347,baixo_risco,22,23154,NA,solteiro,1,1,mensal,nao,1
1348,medio_risco,40,NA,feminino,divorciado,4,6,semanal,nao,2
1349,medio_risco,21,23149,NA,casado,2,1,mensal,sim,2
1350,medio_risco,36,23146,feminino,casado,1,0,mensal,sim,2
1351,medio_risco,24,23133,masculino,casado,1,NA,mensal,sim,1
1352,medio_risco,22,23132,masculino,casado,2,0,semanal,NA,1
1353,alto_risco,23,23125,feminino,solteiro,NA,2,semanal,sim,1
1354,medio_risco,20,23120,masculino,casado,2,1,mensal,sim,1
1355,alto_risco,25,23119,masculino,solteiro,0,3,semanal,sim,NA
1356,medio_risco,23,23107,feminino,solteiro,0,2,mensal,nao,1
1357,medio_risco,19,23104,feminino,casado,2,1,NA,sim,1
1358,medio_risco,20,23094,masculino,NA,1,3,mensal,sim,1
1359,alto_risco,28,23090,masculino,casado,NA,NA,semanal,sim,1
1360,medio_risco,23,23087,masculino,casado,NA,0,semanal,sim,2
1361,alto_risco,NA,23084,feminino,NA,NA,3,semanal,sim,NA
1362,medio_risco,50,23083,masculino,divorciado,2,5,NA,sim,3
1363,medio_risco,NA,NA,masculino,solteiro,0,NA,mensal,sim,1
1364,medio_risco,36,23073,feminino,divorciado,NA,6,semanal,nao,2
1365,medio_risco,24,23069,feminino,solteiro,0,2,NA,nao,1
1366,medio_risco,25,23067,masculino,NA,1,1,mensal,sim,1
1367,medio_risco,20,23064,feminino,solteiro,1,3,mensal,nao,1
1368,medio_risco,NA,23061,masculino,NA,0,1,mensal,nao,1
1369,medio_risco,25,23060,masculino,casado,2,2,semanal,sim,NA
1370,medio_risco,21,23056,feminino,casado,1,1,semanal,sim,NA
1371,medio_risco,20,23054,feminino,casado,1,1,semanal,sim,NA
1372,baixo_risco,42,23045,masculino,divorciado,4,6,semanal,sim,3
1373,medio_risco,NA,23042,NA,solteiro,0,3,mensal,sim,1
1374,medio_risco,30,23039,masculino,casado,1,0,NA,sim,1
1375,medio_risco,20,23038,NA,solteiro,1,1,semanal,nao,1
1376,medio_risco,21,23031,masculino,casado,1,NA,mensal,sim,2
1377,baixo_risco,20,23025,NA,NA,NA,1,semanal,nao,1
1378,medio_risco,19,23023,feminino,casado,2,1,semanal,NA,2
1379,medio_risco,21,23021,masculino,NA,2,1,semanal,sim,1
1380,medio_risco,19,23018,masculino,casado,2,NA,mensal,sim,1
1381,medio_risco,22,23009,masculino,casado,1,0,mensal,sim,2
1382,baixo_risco,25,23007,feminino,solteiro,1,1,NA,sim,1
1383,medio_risco,22,23006,NA,solteiro,1,1,semanal,sim,1
1384,baixo_risco,NA,23005,masculino,divorciado,3,6,NA,sim,3
1385,medio_risco,23,NA,feminino,solteiro,0,2,mensal,sim,1
1386,medio_risco,22,22972,feminino,casado,1,0,semanal,sim,2
1387,alto_risco,37,22970,masculino,divorciado,2,6,semanal,sim,2
1388,medio_risco,19,22964,masculino,casado,2,1,mensal,sim,1
1389,alto_risco,21,22945,masculino,NA,0,2,mensal,NA,1
1390,medio_risco,36,22942,masculino,casado,1,2,mensal,sim,2
1391,medio_risco,19,22940,NA,casado,NA,2,mensal,sim,1
1392,medio_risco,19,22940,masculino,casado,2,1,mensal,NA,1
1393,medio_risco,28,22938,NA,solteiro,0,1,NA,sim,1
1394,alto_risco,40,22930,feminino,casado,3,4,semanal,sim,NA
1395,medio_risco,25,22918,masculino,casado,2,1,mensal,sim,1
1396,medio_risco,21,22918,masculino,solteiro,0,3,semanal,nao,1
1397,medio_risco,21,22901,masculino,solteiro,0,3,NA,sim,NA
1398,medio_risco,30,22889,masculino,casado,2,1,mensal,sim,1
1399,medio_risco,22,22889,masculino,casado,1,NA,NA,sim,2
1400,medio_risco,20,22888,feminino,casado,1,2,mensal,sim,1
1401,alto_risco,26,22884,feminino,casado,2,0,mensal,NA,2
1402,medio_risco,22,NA,masculino,solteiro,0,2,mensal,nao,1
1403,medio_risco,NA,22864,masculino,casado,NA,2,mensal,sim,2
1404,medio_risco,27,22857,masculino,casado,1,0,mensal,NA,1
1405,medio_risco,23,22845,feminino,casado,1,2,semanal,sim,NA
1406,baixo_risco,35,22844,feminino,divorciado,3,5,semanal,NA,2
1407,medio_risco,22,22833,feminino,solteiro,0,2,mensal,sim,1
1408,medio_risco,19,22833,feminino,casado,1,2,semanal,sim,2
1409,medio_risco,35,22831,feminino,solteiro,0,1,mensal,sim,1
1410,medio_risco,NA,22830,feminino,casado,1,1,semanal,sim,NA
1411,medio_risco,21,22821,feminino,solteiro,0,2,semanal,sim,NA
1412,medio_risco,37,22818,masculino,casado,1,NA,semanal,sim,2
1413,medio_risco,21,22818,masculino,solteiro,1,1,mensal,nao,NA
1414,alto_risco,18,22817,masculino,casado,1,2,mensal,sim,NA
1415,medio_risco,22,NA,feminino,casado,2,2,semanal,sim,2
1416,baixo_risco,22,22798,masculino,casado,1,1,semanal,sim,1
1417,medio_risco,18,22795,masculino,NA,1,2,mensal,sim,1
1418,alto_risco,41,22793,feminino,divorciado,2,5,semanal,sim,3
1419,medio_risco,20,22787,feminino,solteiro,1,2,semanal,nao,1
1420,medio_risco,24,22775,feminino,solteiro,NA,2,mensal,sim,1
1421,alto_risco,48,22760,masculino,divorciado,2,5,semanal,sim,3
1422,alto_risco,37,22758,NA,solteiro,0,3,mensal,nao,1
1423,medio_risco,30,22756,masculino,divorciado,NA,5,semanal,nao,3
1424,alto_risco,47,22756,masculino,casado,NA,4,mensal,sim,1
1425,medio_risco,26,22750,NA,casado,1,2,semanal,NA,1
1426,medio_risco,25,NA,masculino,solteiro,1,3,mensal,nao,1
1427,medio_risco,32,22743,masculino,casado,1,0,semanal,sim,1
1428,medio_risco,NA,22743,feminino,solteiro,0,NA,semanal,sim,1
1429,alto_risco,49,22742,feminino,divorciado,2,NA,semanal,sim,3
1430,medio_risco,36,NA,NA,NA,0,1,mensal,nao,1
1431,medio_risco,22,22725,feminino,solteiro,1,3,semanal,NA,1
1432,medio_risco,21,22725,feminino,casado,2,1,NA,sim,1
1433,medio_risco,25,22710,feminino,casado,1,1,semanal,sim,1
1434,medio_risco,21,22705,masculino,casado,2,1,semanal,sim,2
1435,medio_risco,25,22692,feminino,casado,1,1,semanal,sim,1
1436,medio_risco,18,22668,masculino,casado,2,0,mensal,NA,2
1437,medio_risco,22,22666,feminino,solteiro,NA,1,mensal,sim,1
1438,medio_risco,20,22665,NA,casado,2,2,semanal,sim,2
1439,medio_risco,23,22663,masculino,casado,2,1,mensal,sim,2
1440,baixo_risco,42,22651,masculino,divorciado,2,6,semanal,sim,3
1441,medio_risco,41,22638,feminino,divorciado,2,6,semanal,nao,2
1442,alto_risco,44,22631,masculino,casado,2,3,semanal,sim,2
1443,medio_risco,20,22618,masculino,solteiro,NA,1,mensal,nao,1
1444,medio_risco,20,22614,feminino,solteiro,0,2,semanal,nao,1
1445,medio_risco,NA,22607,feminino,solteiro,0,NA,mensal,nao,1
1446,medio_risco,46,22584,masculino,divorciado,4,6,semanal,nao,2
1447,medio_risco,22,NA,masculino,NA,0,1,mensal,nao,1
1448,medio_risco,24,22580,masculino,solteiro,0,2,mensal,nao,1
1449,medio_risco,20,22580,feminino,casado,2,1,mensal,sim,1
1450,medio_risco,21,22579,masculino,solteiro,0,3,mensal,nao,1
1451,medio_risco,20,22569,masculino,casado,2,0,semanal,sim,2
1452,medio_risco,25,22559,masculino,casado,1,0,mensal,sim,2
1453,medio_risco,36,22558,masculino,divorciado,2,6,semanal,nao,3
1454,alto_risco,NA,22543,feminino,casado,NA,1,semanal,sim,1
1455,medio_risco,23,22538,feminino,casado,NA,2,mensal,sim,2
1456,medio_risco,18,22536,NA,casado,2,NA,mensal,sim,1
1457,medio_risco,23,22534,NA,solteiro,1,1,semanal,sim,1
1458,medio_risco,22,22532,masculino,solteiro,NA,2,mensal,sim,NA
1459,medio_risco,21,NA,feminino,NA,1,0,mensal,sim,2
1460,medio_risco,23,22528,feminino,solteiro,0,3,semanal,nao,1
1461,alto_risco,NA,NA,feminino,divorciado,3,NA,semanal,nao,3
1462,medio_risco,20,22514,feminino,casado,2,1,mensal,sim,1
1463,medio_risco,28,NA,masculino,solteiro,1,NA,semanal,nao,1
1464,medio_risco,31,22506,feminino,casado,1,1,semanal,sim,1
1465,medio_risco,23,22503,masculino,solteiro,0,3,mensal,NA,1
1466,medio_risco,32,22496,masculino,casado,NA,NA,mensal,sim,2
1467,alto_risco,47,22493,masculino,divorciado,4,5,semanal,nao,3
1468,alto_risco,31,22489,feminino,solteiro,1,1,mensal,NA,NA
1469,medio_risco,24,22483,feminino,casado,1,2,semanal,sim,NA
1470,medio_risco,21,22470,masculino,casado,2,0,mensal,sim,2
1471,baixo_risco,19,22466,masculino,casado,1,0,semanal,sim,2
1472,medio_risco,25,22465,masculino,casado,1,0,semanal,sim,1
1473,medio_risco,31,22462,masculino,casado,2,2,mensal,sim,1
1474,alto_risco,NA,22450,masculino,casado,3,4,semanal,sim,1
1475,alto_risco,40,22446,masculino,casado,2,4,semanal,sim,2
1476,medio_risco,NA,22445,masculino,casado,2,0,mensal,sim,NA
1477,medio_risco,21,NA,masculino,solteiro,1,NA,mensal,sim,1
1478,alto_risco,NA,22444,masculino,divorciado,3,6,semanal,NA,2
1479,medio_risco,22,22441,feminino,NA,1,2,semanal,nao,1
1480,medio_risco,NA,22439,feminino,NA,2,1,NA,sim,NA
1481,medio_risco,20,22432,NA,casado,2,0,semanal,sim,2
1482,alto_risco,27,22428,feminino,NA,2,0,mensal,sim,1
1483,alto_risco,22,22426,masculino,casado,2,2,semanal,sim,1
1484,baixo_risco,49,22423,masculino,casado,3,4,mensal,sim,NA
1485,medio_risco,23,22423,NA,NA,1,3,semanal,sim,1
1486,medio_risco,24,22416,NA,NA,1,1,mensal,sim,1
1487,medio_risco,25,22407,feminino,solteiro,NA,NA,semanal,sim,1
1488,medio_risco,23,22402,feminino,solteiro,1,1,mensal,nao,1
1489,medio_risco,23,22394,masculino,casado,2,0,mensal,sim,NA
1490,alto_risco,35,22374,masculino,solteiro,1,2,semanal,sim,1
1491,medio_risco,36,22366,feminino,NA,1,1,semanal,sim,1
1492,medio_risco,21,22365,masculino,solteiro,1,1,mensal,sim,1
1493,medio_risco,26,NA,masculino,solteiro,NA,1,NA,sim,1
1494,medio_risco,21,22362,masculino,casado,2,2,semanal,sim,2
1495,alto_risco,40,NA,feminino,divorciado,2,6,semanal,sim,2
1496,medio_risco,44,22353,feminino,casado,3,4,mensal,sim,1
1497,medio_risco,24,22351,masculino,solteiro,1,1,semanal,sim,1
1498,alto_risco,47,NA,feminino,NA,3,NA,semanal,sim,3
1499,alto_risco,31,22349,feminino,casado,3,3,mensal,sim,NA
1500,medio_risco,20,22335,masculino,casado,1,2,semanal,sim,NA
1501,medio_risco,19,22335,masculino,casado,2,2,mensal,sim,NA
1502,alto_risco,24,22323,masculino,solteiro,0,3,semanal,nao,1
1503,medio_risco,NA,22318,feminino,NA,2,1,mensal,sim,1
1504,medio_risco,20,22312,masculino,casado,1,1,semanal,sim,2
1505,alto_risco,41,22308,feminino,NA,4,6,semanal,sim,2
1506,medio_risco,23,22286,feminino,solteiro,0,1,mensal,nao,1
1507,medio_risco,19,22280,masculino,casado,1,0,semanal,sim,1
1508,medio_risco,20,NA,feminino,solteiro,1,2,mensal,sim,1
1509,medio_risco,21,22269,masculino,solteiro,1,1,semanal,sim,1
1510,medio_risco,NA,22262,masculino,divorciado,4,6,semanal,sim,2
1511,medio_risco,24,22262,feminino,casado,2,0,mensal,NA,1
1512,medio_risco,24,22255,masculino,casado,1,0,semanal,sim,NA
1513,medio_risco,22,22253,feminino,solteiro,NA,1,semanal,nao,1
1514,medio_risco,25,22242,feminino,casado,NA,0,mensal,sim,1
1515,medio_risco,25,22234,feminino,casado,1,0,semanal,NA,NA
1516,medio_risco,22,22232,feminino,casado,2,2,semanal,sim,2
1517,medio_risco,33,22231,feminino,casado,1,NA,mensal,sim,1
1518,medio_risco,18,NA,masculino,casado,2,0,semanal,sim,2
1519,medio_risco,22,22228,feminino,solteiro,0,1,mensal,nao,1
1520,medio_risco,NA,22225,masculino,casado,NA,1,mensal,sim,1
1521,alto_risco,20,22222,NA,casado,2,2,semanal,sim,NA
1522,medio_risco,20,22220,feminino,casado,1,2,mensal,sim,2
1523,medio_risco,NA,NA,feminino,casado,NA,0,mensal,NA,2
1524,medio_risco,NA,22214,masculino,solteiro,0,1,mensal,nao,NA
1525,medio_risco,23,22193,feminino,casado,2,2,semanal,sim,2
1526,medio_risco,25,22192,masculino,casado,NA,1,mensal,sim,NA
1527,medio_risco,20,22171,feminino,NA,2,0,mensal,NA,2
1528,medio_risco,21,22167,NA,NA,1,2,mensal,sim,1
1529,medio_risco,25,NA,feminino,casado,1,1,mensal,sim,NA
1530,alto_risco,25,NA,masculino,casado,1,1,semanal,sim,2
1531,medio_risco,NA,NA,feminino,casado,2,2,semanal,sim,2
1532,medio_risco,20,22152,masculino,casado,1,0,mensal,sim,1
1533,medio_risco,22,22145,masculino,NA,1,NA,mensal,sim,1
1534,alto_risco,40,22140,feminino,casado,2,4,mensal,sim,1
1535,medio_risco,21,NA,feminino,solteiro,0,2,semanal,sim,1
1536,medio_risco,36,22122,masculino,casado,2,NA,mensal,NA,1
1537,medio_risco,21,22112,masculino,solteiro,1,2,semanal,NA,1
1538,medio_risco,NA,22104,feminino,casado,1,0,mensal,sim,NA
1539,medio_risco,23,22103,masculino,NA,1,2,semanal,sim,1
1540,alto_risco,22,22100,feminino,casado,1,0,semanal,sim,NA
1541,medio_risco,21,22099,feminino,solteiro,NA,3,mensal,sim,1
1542,medio_risco,28,22098,masculino,casado,1,1,semanal,sim,1
1543,medio_risco,25,22094,masculino,NA,0,3,semanal,sim,1
1544,baixo_risco,44,22091,feminino,NA,3,6,semanal,sim,3
1545,alto_risco,43,22087,masculino,divorciado,3,6,semanal,sim,3
1546,medio_risco,24,22084,masculino,casado,2,1,mensal,sim,2
1547,medio_risco,21,22084,feminino,casado,NA,0,semanal,sim,1
1548,medio_risco,19,22082,masculino,casado,1,1,semanal,sim,2
1549,medio_risco,19,22077,feminino,NA,2,2,semanal,sim,2
1550,medio_risco,28,22070,feminino,casado,1,2,semanal,sim,1
1551,medio_risco,23,22068,feminino,NA,0,2,mensal,nao,1
1552,medio_risco,21,22066,feminino,solteiro,1,1,semanal,nao,1
1553,medio_risco,25,22065,feminino,casado,1,NA,semanal,sim,2
1554,alto_risco,21,22063,feminino,solteiro,0,NA,mensal,sim,1
1555,medio_risco,50,22059,masculino,NA,3,6,semanal,sim,2
1556,alto_risco,47,22058,feminino,casado,3,4,mensal,sim,2
1557,medio_risco,19,22049,feminino,casado,2,2,NA,sim,NA
1558,medio_risco,20,22041,feminino,solteiro,1,3,semanal,NA,1
1559,medio_risco,24,22033,feminino,solteiro,0,3,NA,nao,1
1560,medio_risco,28,22032,masculino,casado,1,1,mensal,sim,2
1561,medio_risco,49,22026,feminino,divorciado,2,5,NA,sim,3
1562,medio_risco,22,22013,feminino,solteiro,1,1,mensal,nao,1
1563,baixo_risco,46,22012,feminino,divorciado,2,6,semanal,nao,3
1564,medio_risco,27,22009,masculino,casado,NA,NA,semanal,sim,NA
1565,medio_risco,20,22009,feminino,solteiro,1,3,mensal,nao,1
1566,medio_risco,21,22008,NA,solteiro,0,NA,semanal,nao,1
1567,medio_risco,22,NA,feminino,casado,1,0,mensal,sim,NA
1568,alto_risco,25,22005,feminino,solteiro,NA,3,mensal,nao,1
1569,alto_risco,21,22002,masculino,casado,1,1,semanal,sim,2
1570,medio_risco,21,NA,masculino,solteiro,0,3,semanal,nao,1
1571,alto_risco,40,NA,feminino,divorciado,4,6,NA,sim,NA
1572,medio_risco,28,21969,feminino,solteiro,1,2,mensal,sim,1
1573,medio_risco,19,NA,masculino,casado,2,1,semanal,sim,NA
1574,medio_risco,18,21953,masculino,casado,1,NA,mensal,sim,NA
1575,medio_risco,24,NA,feminino,NA,NA,2,semanal,sim,2
1576,medio_risco,24,21941,masculino,solteiro,0,1,mensal,sim,1
1577,medio_risco,NA,21937,feminino,casado,2,2,semanal,sim,1
1578,medio_risco,19,21937,feminino,casado,2,1,mensal,NA,2
1579,medio_risco,20,21936,masculino,casado,NA,2,mensal,sim,1
1580,medio_risco,23,NA,feminino,casado,1,0,semanal,NA,2
1581,medio_risco,20,21928,masculino,solteiro,1,2,semanal,nao,1
1582,medio_risco,22,NA,masculino,solteiro,1,3,semanal,nao,1
1583,medio_risco,38,21890,masculino,casado,2,2,semanal,sim,1
1584,medio_risco,21,21875,feminino,solteiro,NA,3,semanal,sim,1
1585,medio_risco,24,21872,masculino,casado,1,2,mensal,sim,1
1586,alto_risco,47,21870,masculino,NA,3,5,semanal,nao,2
1587,medio_risco,19,21864,masculino,casado,1,1,semanal,sim,1
1588,medio_risco,37,21862,feminino,solteiro,1,1,semanal,nao,1
1589,medio_risco,27,21854,masculino,casado,2,0,mensal,sim,1
1590,medio_risco,18,21852,feminino,casado,2,1,semanal,sim,2
1591,medio_risco,38,21843,masculino,solteiro,1,1,mensal,sim,NA
1592,medio_risco,32,21841,feminino,NA,1,2,NA,nao,1
1593,alto_risco,40,21835,feminino,casado,3,3,semanal,sim,2
1594,medio_risco,23,21832,masculino,NA,0,3,mensal,nao,1
1595,medio_risco,20,21826,masculino,solteiro,1,2,mensal,NA,NA
1596,medio_risco,22,21823,masculino,NA,2,1,semanal,sim,1
1597,medio_risco,30,21810,feminino,casado,1,1,mensal,sim,2
1598,alto_risco,41,21772,feminino,divorciado,NA,5,semanal,nao,3
1599,medio_risco,32,21772,masculino,casado,1,2,semanal,sim,NA
