ano,estado,municipio,t_agua,t_banagua,t_lixo,t_luz,T_ANALF18M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_ATRASO_2_MED
2010,Santa Catarina,PALMITOS,94.99,95.85,96.23,99.63,7.35,14.08,9.53,7.89
2010,Santa Catarina,PAPANDUVA,95.61,89.85,97.03,99.22,7.29,15.64,15.74,4.07
2010,Santa Catarina,PARAÍSO,88.44,94.96,89.1,99.57,11.9,10.03,4.96,2.44
2010,Santa Catarina,PASSO DE TORRES,96.23,93.51,99.4,99.9,7.33,9.91,6.47,0
2010,Santa Catarina,PASSOS MAIA,85.69,92.43,99.11,99.25,10.63,27.92,27.25,3.85
2010,Santa Catarina,PAULO LOPES,68.07,97.78,99.12,100,11.72,13.2,8.84,2.31
2010,Santa Catarina,PEDRAS GRANDES,78.51,99.59,99.83,99.96,5.32,17.77,18.4,4.7
2010,Santa Catarina,PENHA,96.62,94.76,99.72,99.87,3.75,11.64,9.01,4.64
2010,Santa Catarina,PERITIBA,93.53,99.7,99.28,99.39,2.22,10.27,5.57,3.22
2010,Santa Catarina,PETROLÂNDIA,83.04,91.21,97.84,99.9,8.14,8.61,7.75,0
2010,Santa Catarina,BALNEÁRIO PIÇARRAS,99,95.14,99.35,99.79,4.81,14.29,13.47,3.69
2010,Santa Catarina,PINHALZINHO,96.12,98.92,99.44,99.9,5.26,11.23,10.25,0.87
2010,Santa Catarina,PINHEIRO PRETO,84.01,98.75,100,99.77,4.95,10.25,4.15,6.27
2010,Santa Catarina,PIRATUBA,85.34,98.6,93.85,99.88,5.73,7.45,5.94,0
2010,Santa Catarina,PLANALTO ALEGRE,91.17,96.22,95.15,99.61,12.8,6.73,2.05,0
2010,Santa Catarina,POMERODE,97.54,97.45,99.46,99.92,1.76,9.8,6.94,2.28
2010,Santa Catarina,PONTE ALTA,89.32,94.21,100,98.45,12.09,14.21,12.13,4.31
2010,Santa Catarina,PONTE ALTA DO NORTE,96.64,96.89,99.25,99.66,10.53,10.07,8.1,0
2010,Santa Catarina,PONTE SERRADA,86.21,95.34,99.32,98.97,10.45,15.57,12.65,4.77
2010,Santa Catarina,PORTO BELO,87.2,98.53,99.37,99.83,4.86,13.13,11.13,1.23
2010,Santa Catarina,PORTO UNIÃO,96.63,97.78,99.42,99.38,3.65,10.78,9,1.04
2010,Santa Catarina,POUSO REDONDO,86,93.32,99.01,99.92,6.22,16.04,14.13,0
2010,Santa Catarina,PRAIA GRANDE,85.27,95.57,99.69,99.88,10.24,11.9,8.04,0
2010,Santa Catarina,PRESIDENTE CASTELLO BRANCO,86.54,98.83,100,100,5.04,2.19,1.16,0
2010,Santa Catarina,PRESIDENTE GETÚLIO,95.56,97.34,99.76,99.97,3.23,12.47,11.85,0
2010,Santa Catarina,PRESIDENTE NEREU,83.9,97.22,100,99.81,12.18,19.83,14.95,7.19
2010,Santa Catarina,PRINCESA,95.45,93.67,98.83,99.49,11.08,13.38,7.26,8.93
2010,Santa Catarina,QUILOMBO,87.53,97.1,97.84,99.96,8.83,17.51,17.77,2.27
2010,Santa Catarina,RANCHO QUEIMADO,74.01,99.66,98.41,100,7.37,12.47,4.42,6.74
2010,Santa Catarina,RIO DAS ANTAS,91.25,96.89,99.22,99.79,6.36,13.85,10.21,5.89
2010,Santa Catarina,RIO DO CAMPO,86.75,97.87,100,100,6.2,7.34,6,4.29
2010,Santa Catarina,RIO DO OESTE,79.67,98.35,100,99.98,4.27,11.49,7.53,0
2010,Santa Catarina,RIO DOS CEDROS,84.88,99.13,99.5,100,3.17,7.25,7.09,2.12
2010,Santa Catarina,RIO DO SUL,96.56,97.91,99.3,100,2.95,11.4,9.95,2.1
2010,Santa Catarina,RIO FORTUNA,81.86,99.67,100,100,3.06,12.99,14.56,0
2010,Santa Catarina,RIO NEGRINHO,97.83,97.63,99.91,99.39,4.06,14.94,13.53,3.91
2010,Santa Catarina,RIO RUFINO,75.89,98.33,97.47,99.46,10.13,25.53,22.26,14.47
2010,Santa Catarina,RIQUEZA,93.06,95.94,97.55,99.67,9.08,8.21,4.6,3.26
2010,Santa Catarina,RODEIO,81.52,97.56,98.63,100,3.92,13.89,11.78,0
2010,Santa Catarina,ROMELÂNDIA,93.7,91.45,82.88,99.7,12.01,17.22,15.4,2.32
2010,Santa Catarina,SALETE,80.68,98.9,99.06,100,4.85,8.49,8.56,2.19
2010,Santa Catarina,SALTINHO,94.65,86.8,95.39,97.86,15.26,10.21,6.95,2.32
2010,Santa Catarina,SALTO VELOSO,75.29,99.75,100,100,8.13,7.64,5.85,4.71
2010,Santa Catarina,SANGÃO,83.07,99.12,97.55,100,7.84,17.84,15.35,8.81
2010,Santa Catarina,SANTA CECÍLIA,94.88,90.06,98.83,98.78,10.47,13.65,12.73,4.79
2010,Santa Catarina,SANTA HELENA,89.61,93.36,98.31,99.7,10.62,6.42,2.67,2.03
2010,Santa Catarina,SANTA ROSA DE LIMA,70.55,99.47,100,100,5.25,6.83,6.42,0
2010,Santa Catarina,SANTA ROSA DO SUL,92.46,99.03,99.7,99.94,7.09,10.3,8.87,1.41
2010,Santa Catarina,SANTA TEREZINHA,88,90.07,98.06,100,6.08,11.59,9.7,4.36
2010,Santa Catarina,SANTA TEREZINHA DO PROGRESSO,92.63,89.68,98.6,99.9,14.25,6.37,5.61,1.29
2010,Santa Catarina,SANTIAGO DO SUL,97.22,96.79,100,100,12.22,2.97,1.86,0
2010,Santa Catarina,SANTO AMARO DA IMPERATRIZ,84.5,98.79,99.74,100,5.47,9.91,9.18,1.13
2010,Santa Catarina,SÃO BERNARDINO,81.85,68.46,89.63,98.64,12.78,22.98,18.95,4.1
2010,Santa Catarina,SÃO BENTO DO SUL,98.79,99.11,99.9,99.95,2.54,11.7,10.2,0.78
2010,Santa Catarina,SÃO BONIFÁCIO,69.51,99.32,100,100,3.81,19.4,20.91,4.26
2010,Santa Catarina,SÃO CARLOS,93.09,97.06,98.44,99.52,4.96,14.37,12.95,2.82
2010,Santa Catarina,SÃO CRISTOVÃO DO SUL,96.41,94.65,98.66,99.64,13.35,20.18,17.77,9.56
2010,Santa Catarina,SÃO DOMINGOS,90.96,91.85,92.32,99.81,9.91,10.4,9.15,1.03
2010,Santa Catarina,SÃO FRANCISCO DO SUL,96.74,97.6,99.09,99.22,3.87,14.52,11.19,3.53
2010,Santa Catarina,SÃO JOÃO DO OESTE,91.84,98.33,98.43,100,1.04,6.52,1.59,2.46
2010,Santa Catarina,SÃO JOÃO BATISTA,92.86,89.41,99.28,100,3.66,11.49,8.11,6.22
2010,Santa Catarina,SÃO JOÃO DO ITAPERIÚ,96.75,99.47,98.9,99.79,7.09,13.47,11.01,5.54
2010,Santa Catarina,SÃO JOÃO DO SUL,79.4,95.43,100,100,8.25,11.16,10.08,2.52
2010,Santa Catarina,SÃO JOAQUIM,92.58,98.69,100,99.73,6.19,19.25,17.38,8.29
2010,Santa Catarina,SÃO JOSÉ,97.85,98.9,99.81,99.97,2.73,12.37,10.51,4.81
2010,Santa Catarina,SÃO JOSÉ DO CEDRO,97.42,97.06,92.87,99.49,6.36,19.69,15.86,7.43
2010,Santa Catarina,SÃO JOSÉ DO CERRITO,68.53,87.86,98.32,99.56,13.76,17.04,16.08,0
2010,Santa Catarina,SÃO LOURENÇO DO OESTE,94.35,96.52,95.62,99.79,7.14,14.15,13.25,3.36
2010,Santa Catarina,SÃO LUDGERO,85.42,98.99,94.58,100,4.01,18.94,18.36,4.51
2010,Santa Catarina,SÃO MARTINHO,76.73,99.5,100,100,4.48,5.47,2.94,0
2010,Santa Catarina,SÃO MIGUEL DA BOA VISTA,97.11,96.18,96.55,99.1,11.94,6.68,2.62,4.71
2010,Santa Catarina,SÃO MIGUEL DO OESTE,91.87,98.74,99.17,99.85,4.9,9.09,8.46,3.45
2010,Santa Catarina,SÃO PEDRO DE ALCÂNTARA,83.54,98.51,97.83,100,6.14,11.12,10.13,4.18
2010,Santa Catarina,SAUDADES,87.78,96.91,98.82,100,4.71,3.6,3.33,0.86
2010,Santa Catarina,SCHROEDER,92.45,95.44,99.02,99.92,2.18,12.14,9.43,6.99
2010,Santa Catarina,SEARA,88.3,98.11,99.56,99.85,5.48,12.24,10.33,4.03
2010,Santa Catarina,SERRA ALTA,95.42,96.09,97.03,99.75,6.52,5.11,4.06,0
2010,Santa Catarina,SIDERÓPOLIS,85.61,96.97,99.56,99.83,4.58,10.02,7.82,6.68
2010,Santa Catarina,SOMBRIO,96.43,95.35,99.77,100,5.75,11.49,10.97,2.21
2010,Santa Catarina,SUL BRASIL,94.36,96.81,94.79,100,14.51,7.51,4.16,2.89
2010,Santa Catarina,TAIÓ,88.96,98.55,99.62,99.8,4.76,7.97,6.62,2.64
2010,Santa Catarina,TANGARÁ,89.86,98.43,96.04,99.66,6.95,11.24,7.68,4.58
2010,Santa Catarina,TIGRINHOS,98.28,94.51,100,98.98,10.96,3.68,2.83,0
2010,Santa Catarina,TIJUCAS,96.82,99.11,100,99.67,6.18,11.95,10.84,3.69
2010,Santa Catarina,TIMBÉ DO SUL,74.91,99.5,100,100,8.7,6.75,5.3,0
2010,Santa Catarina,TIMBÓ,98.94,98.17,99.8,100,1.87,15.19,12.66,2.95
2010,Santa Catarina,TIMBÓ GRANDE,92.86,83.23,97.16,96.85,10.46,12.62,10.34,2.17
2010,Santa Catarina,TRÊS BARRAS,95.87,90.18,99.35,99.27,7,17.8,16.48,2.25
2010,Santa Catarina,TREVISO,95.43,98.95,99.12,100,2.37,5.78,3.74,1.29
2010,Santa Catarina,TREZE DE MAIO,76.82,99.02,92.57,100,6.18,15.59,14.79,0
2010,Santa Catarina,TREZE TÍLIAS,89.64,99.81,99.45,100,4.76,9.87,10.09,0
2010,Santa Catarina,TROMBUDO CENTRAL,91.75,99.46,99.53,100,4.58,14.86,12.31,4.68
2010,Santa Catarina,TUBARÃO,93.21,97.22,99.85,99.83,3.48,12.95,10.84,2.85
2010,Santa Catarina,TUNÁPOLIS,95.85,97.52,100,99.68,4.13,8.1,3.23,3.18
2010,Santa Catarina,TURVO,79.46,98.97,97.85,100,4.99,11.7,10.79,5.66
2010,Santa Catarina,UNIÃO DO OESTE,87.3,93.83,98.73,98.71,10.49,11.85,11.39,3.35
2010,Santa Catarina,URUBICI,82.85,97.16,99.6,99.83,7,16.72,14.4,4.03
2010,Santa Catarina,URUPEMA,78.44,96.43,99.84,99.53,7.4,18.11,13.2,0
2010,Santa Catarina,URUSSANGA,91.52,99.61,99.69,100,3.4,11.8,10.26,1.28
2010,Santa Catarina,VARGEÃO,77.39,96.17,100,98.67,9.21,22.61,24.61,4.06
2010,Santa Catarina,VARGEM,81.13,86.49,99.22,99.25,14.73,22.13,25.16,0
2010,Santa Catarina,VARGEM BONITA,84.68,98.29,96.27,99.66,7.48,18.36,14.82,4.76
2010,Santa Catarina,VIDAL RAMOS,80.85,97.53,99.61,100,9.17,13.23,9.88,1.64
2010,Santa Catarina,VIDEIRA,95.51,98.55,99.83,99.92,3.75,17.02,13.6,2.94
2010,Santa Catarina,VITOR MEIRELES,91.04,88.4,93.64,99.85,8.53,12.22,7.37,3.88
2010,Santa Catarina,WITMARSUM,89.08,99.15,99.02,100,5.13,27.37,30.28,2.28
2010,Santa Catarina,XANXERÊ,68.94,98,98.54,99.17,6,14.41,14.29,1.35
2010,Santa Catarina,XAVANTINA,86.94,98.4,100,99.63,6.83,10.94,9.43,0
2010,Santa Catarina,XAXIM,94.32,95.61,98.31,99.44,6.03,11.41,8.05,0
2010,Santa Catarina,ZORTÉA,96.08,99.91,99.58,99.91,7.66,15.03,11.58,4.09
2010,Rio Grande do Sul,ACEGUÁ,63.06,89.13,100,99.04,6.8,14.15,9.74,9.54
2010,Rio Grande do Sul,ÁGUA SANTA,74.76,99.27,99.37,100,5.72,15.44,15.77,0
2010,Rio Grande do Sul,AGUDO,88.17,94.06,98.77,99.59,7.14,27.16,23,5.65
2010,Rio Grande do Sul,AJURICABA,93.24,98.93,97.76,99.77,5.33,8.53,6.53,1.26
2010,Rio Grande do Sul,ALECRIM,94.42,93.19,100,98.71,8.37,15.85,10.49,4.67
2010,Rio Grande do Sul,ALEGRETE,96.94,95.97,99.46,99.19,6.3,15.01,11.17,7.19
2010,Rio Grande do Sul,ALEGRIA,88.46,89.52,99.64,99.62,10.62,10.7,4.95,8.87
2010,Rio Grande do Sul,ALMIRANTE TAMANDARÉ DO SUL,76.79,99.5,100,100,4.5,12.2,8.79,2.84
2010,Rio Grande do Sul,ALPESTRE,89.77,89.64,89.7,99.32,13.54,11.55,7.64,10.96
2010,Rio Grande do Sul,ALTO ALEGRE,89.89,99.01,92.71,99.89,7.86,8.51,7.45,6.03
2010,Rio Grande do Sul,ALTO FELIZ,93.19,98.51,100,100,2.69,8.5,5.83,3
2010,Rio Grande do Sul,ALVORADA,98.9,96.8,99.34,99.85,4.15,23.34,18.68,10.5
2010,Rio Grande do Sul,AMARAL FERRADOR,92.22,91.82,98.81,97.82,12.92,18.9,13.88,11.54
2010,Rio Grande do Sul,AMETISTA DO SUL,88.67,91.62,95.92,99.7,12.25,15.56,9.12,6.3
2010,Rio Grande do Sul,ANDRÉ DA ROCHA,95.53,99.54,100,99.84,6.95,18.23,15.19,0
2010,Rio Grande do Sul,ANTA GORDA,95.54,99.54,99.63,100,5.96,8.77,7.02,3.48
2010,Rio Grande do Sul,ANTÔNIO PRADO,95.23,99.95,99.58,100,5.11,8.84,6.53,2.97
2010,Rio Grande do Sul,ARAMBARÉ,99.17,96.43,99.84,99.84,7.82,18.06,16.28,3.82
2010,Rio Grande do Sul,ARARICÁ,86.14,88.47,100,99.47,5.25,14.8,14.6,3.18
2010,Rio Grande do Sul,ARATIBA,80.68,95.97,97.58,100,4.57,8.5,9.14,4.41
2010,Rio Grande do Sul,ARROIO DO MEIO,97.4,99,99.58,99.97,1.97,11.29,9.18,3.92
2010,Rio Grande do Sul,ARROIO DO SAL,98.11,95.9,99.15,99.63,4.11,11.11,8.63,1.95
2010,Rio Grande do Sul,ARROIO DO PADRE,79.1,92.66,90.17,100,4.83,16.94,16.57,0
2010,Rio Grande do Sul,ARROIO DOS RATOS,98.76,98.07,98.98,99.52,7.47,15.78,11.27,3.48
2010,Rio Grande do Sul,ARROIO DO TIGRE,84.79,92.05,93.11,99.26,7.5,11.33,7.63,1.23
2010,Rio Grande do Sul,ARROIO GRANDE,96.95,97.99,99.45,99.75,8.62,20.02,13.72,8.09
2010,Rio Grande do Sul,ARVOREZINHA,94.24,97.5,96.8,100,8.9,18.95,16.91,4.31
2010,Rio Grande do Sul,AUGUSTO PESTANA,89.94,98.26,99.43,99.88,4.2,13.36,9.98,4.78
2010,Rio Grande do Sul,ÁUREA,76.77,96.53,100,100,5.76,14.21,12.72,2.81
2010,Rio Grande do Sul,BAGÉ,99.23,98.15,99.67,99.66,5.2,17.86,11.92,10.63
2010,Rio Grande do Sul,BALNEÁRIO PINHAL,97.65,96.51,100,99.25,5.51,21,16.23,14.9
2010,Rio Grande do Sul,BARÃO,93.35,98.43,99.79,99.94,3.19,9.59,8,2.37
2010,Rio Grande do Sul,BARÃO DE COTEGIPE,93.51,98.22,95.87,99.41,4.02,15.06,11.69,6.08
2010,Rio Grande do Sul,BARÃO DO TRIUNFO,70.01,90.33,98.72,99.37,10.41,20.18,13.8,8.53
2010,Rio Grande do Sul,BARRACÃO,86.33,98.24,96.65,99.78,9.29,15.46,7.39,2.91
2010,Rio Grande do Sul,BARRA DO GUARITA,93.82,92.07,98.91,99.64,10.6,14.93,10.67,10.43
2010,Rio Grande do Sul,BARRA DO QUARAÍ,92.66,97.73,99.14,98.97,7.83,19.78,14.42,3.08
2010,Rio Grande do Sul,BARRA DO RIBEIRO,95.8,96.75,99.28,98.6,7.43,24.08,18.02,11.36
2010,Rio Grande do Sul,BARRA DO RIO AZUL,49.35,99.07,100,100,8.41,7.02,3,5.92
2010,Rio Grande do Sul,BARRA FUNDA,83.43,99.68,98.73,100,5.49,7.55,5.2,4.37
2010,Rio Grande do Sul,BARROS CASSAL,83.23,85.02,98.68,98.89,16.39,17.42,12.63,10.15
2010,Rio Grande do Sul,BENJAMIN CONSTANT DO SUL,92.43,67.37,100,98.65,15.3,24.1,24.09,6.08
2010,Rio Grande do Sul,BENTO GONÇALVES,97.34,99.27,99.88,99.91,2.31,12.6,9.88,5.14
2010,Rio Grande do Sul,BOA VISTA DAS MISSÕES,99.43,98.95,96.53,99.82,9.52,19.91,13.36,12.63
2010,Rio Grande do Sul,BOA VISTA DO BURICÁ,99.28,99.22,99.72,99.57,1.97,9.24,5.26,1.84
2010,Rio Grande do Sul,BOA VISTA DO CADEADO,74.69,98.44,89.07,99.57,5.91,27.02,24.3,10.57
2010,Rio Grande do Sul,BOA VISTA DO INCRA,93.69,99.49,99.64,99.86,5.34,19.66,21.68,2.87
2010,Rio Grande do Sul,BOA VISTA DO SUL,93.44,99.54,93.08,100,7.72,2.79,2.57,0
2010,Rio Grande do Sul,BOM JESUS,86.91,95.33,99.04,99.25,8.4,22.59,21.46,7.25
2010,Rio Grande do Sul,BOM PRINCÍPIO,97.74,98.99,99,100,1.82,11.49,6.48,2.62
2010,Rio Grande do Sul,BOM PROGRESSO,78.9,88.27,99.43,99.72,10.89,13.7,11.28,8.3
2010,Rio Grande do Sul,BOM RETIRO DO SUL,94.45,99.13,99.95,100,3.62,14.47,11.69,7.12
2010,Rio Grande do Sul,BOQUEIRÃO DO LEÃO,92.7,93.84,99.71,99.73,11.59,13.41,9.86,2.61
2010,Rio Grande do Sul,BOSSOROCA,90.34,96.86,95.8,99.24,8.46,19.03,17.7,6.47
2010,Rio Grande do Sul,BOZANO,92.31,99.73,98.01,99.95,5.43,10.88,9.07,0
2010,Rio Grande do Sul,BRAGA,88.52,76.12,97.9,99.62,14.76,11.14,7.25,4.66
2010,Rio Grande do Sul,BROCHIER,99.1,98.14,98.48,99.61,3.46,14.12,11.3,8.25
2010,Rio Grande do Sul,BUTIÁ,99.05,96.18,99.69,99.41,8.92,23.82,18.06,11.06
2010,Rio Grande do Sul,CAÇAPAVA DO SUL,91.42,96.59,99.11,99.76,8.68,21.87,15.43,12.3
2010,Rio Grande do Sul,CACEQUI,95.79,94.31,88.21,98.98,7.99,15.7,10.27,5.33
2010,Rio Grande do Sul,CACHOEIRA DO SUL,96.6,95.35,99.11,99.75,7.89,17.18,13.1,7.85
2010,Rio Grande do Sul,CACHOEIRINHA,99.21,97.07,99.35,99.53,3.07,11.91,10.11,4.46
2010,Rio Grande do Sul,CACIQUE DOBLE,84.93,83.27,99.11,95.05,10.88,17.44,13.2,9.03
2010,Rio Grande do Sul,CAIBATÉ,99.42,97.43,99.69,99.79,7.37,17.99,9.43,12.77
2010,Rio Grande do Sul,CAIÇARA,91.43,94.63,92.1,99.64,8,10,7.43,8.85
2010,Rio Grande do Sul,CAMAQUÃ,95.09,97.29,99.02,99.62,7.44,14.14,10.39,10.66
2010,Rio Grande do Sul,CAMARGO,97.49,99.87,100,99.87,9.05,8.56,6.58,0
2010,Rio Grande do Sul,CAMBARÁ DO SUL,73.95,98.77,99.16,99.18,7.3,15.46,9.86,8.22
2010,Rio Grande do Sul,CAMPESTRE DA SERRA,88.56,98.42,96.89,99.74,6.83,15.94,15.21,3.57
2010,Rio Grande do Sul,CAMPINA DAS MISSÕES,99.61,99.16,100,99.86,4.27,8.64,6.04,3.94
2010,Rio Grande do Sul,CAMPINAS DO SUL,97.66,99.37,99.32,100,4.93,9.83,9.15,7.94
2010,Rio Grande do Sul,CAMPO BOM,99.23,97.11,100,99.82,3.34,12.97,10.49,8.35
2010,Rio Grande do Sul,CAMPO NOVO,96.69,92.51,98.36,99.48,14.05,29.66,26.61,6.15
2010,Rio Grande do Sul,CAMPOS BORGES,62.6,97.59,98.2,99.82,9.92,10.52,4.73,10.75
2010,Rio Grande do Sul,CANDELÁRIA,89.19,91.72,98.68,99.78,10.03,17.76,11.55,8.05
2010,Rio Grande do Sul,CÂNDIDO GODÓI,98.33,92.57,100,99.77,3.53,7.25,4.8,2.58
2010,Rio Grande do Sul,CANDIOTA,89.25,89.03,99.59,99.41,5.79,29.85,24.97,5.89
2010,Rio Grande do Sul,CANELA,98.07,97.78,99.81,99.77,4.47,12.97,11.62,3.25
2010,Rio Grande do Sul,CANGUÇU,85.13,89.8,99.45,99.44,9.69,17.45,13.73,1.07
2010,Rio Grande do Sul,CANOAS,98.8,95.7,99.12,99.93,2.73,19.43,15.08,9.79
2010,Rio Grande do Sul,CANUDOS DO VALE,94.5,94.89,97.91,99.87,11.13,3.34,2.72,0
2010,Rio Grande do Sul,CAPÃO BONITO DO SUL,64.76,90.24,98.91,99.2,10.68,16.12,12.71,3.53
2010,Rio Grande do Sul,CAPÃO DA CANOA,97.7,98.38,99.52,99.72,3.91,20.11,15.85,11.21
2010,Rio Grande do Sul,CAPÃO DO CIPÓ,93.68,94.95,95.13,99.73,6.75,18.77,15.33,6.19
2010,Rio Grande do Sul,CAPÃO DO LEÃO,96.59,95.4,99.25,99.9,7.86,22.44,16.81,11.64
2010,Rio Grande do Sul,CAPIVARI DO SUL,98.43,98.05,99.77,99.68,8.24,17.58,13.95,11.02
2010,Rio Grande do Sul,CAPELA DE SANTANA,93.86,96.59,99.67,100,6.16,16.94,11.41,8.28
2010,Rio Grande do Sul,CAPITÃO,97.54,99.48,94.06,100,5.58,7.42,5.52,2.92
2010,Rio Grande do Sul,CARAZINHO,97.65,97.89,98.61,99.76,4.3,12.46,11.1,1.15
2010,Rio Grande do Sul,CARAÁ,89.37,87.74,99.69,98.97,12.52,16.31,12.75,18.71
2010,Rio Grande do Sul,CARLOS BARBOSA,95.65,99.47,99.62,100,2.66,8.16,6.71,2.45
2010,Rio Grande do Sul,CARLOS GOMES,85.34,99.08,98.13,100,5.05,10.55,8.79,2.83
2010,Rio Grande do Sul,CASCA,94.56,99.19,99.03,99.93,4.05,9.8,7.32,7.22
2010,Rio Grande do Sul,CASEIROS,90.71,96.32,100,99.91,10.79,9.43,2.98,6.75
2010,Rio Grande do Sul,CATUÍPE,96.44,98.42,97.39,99.2,6.35,15.48,13.32,1.56
2010,Rio Grande do Sul,CAXIAS DO SUL,98.34,97.84,99.62,99.97,2.44,12.31,9.58,6.51
2010,Rio Grande do Sul,CENTENÁRIO,93.8,95.95,95.21,100,4.32,8.07,3.42,4.17
2010,Rio Grande do Sul,CERRITO,92.49,94.58,93.77,99.6,12.81,20.39,13.61,15.89
2010,Rio Grande do Sul,CERRO BRANCO,91.89,89.26,100,98.62,13.86,21.79,16.69,14.26
2010,Rio Grande do Sul,CERRO GRANDE,97.97,93.59,97.88,99.4,15.06,13.18,10.82,0
2010,Rio Grande do Sul,CERRO GRANDE DO SUL,74.92,93.08,98.85,99.59,10.51,20.18,13.09,12.96
2010,Rio Grande do Sul,CERRO LARGO,97.72,98.69,98.64,99.16,4.67,13.96,9.58,5.48
2010,Rio Grande do Sul,CHAPADA,97.96,99.7,98.84,99.95,4.48,12.08,8.56,8.21
2010,Rio Grande do Sul,CHARQUEADAS,95.12,99.22,99.72,99.97,4.88,17.7,12.64,13.99
2010,Rio Grande do Sul,CHARRUA,61.36,58.45,99.4,95.6,14.1,23.5,22.54,3.54
2010,Rio Grande do Sul,CHIAPETTA,99.41,98.44,99.62,99.71,6.68,9.7,6.8,9.37
2010,Rio Grande do Sul,CHUÍ,98.72,97.38,98.96,99.07,1.97,14.27,10.86,4.61
2010,Rio Grande do Sul,CHUVISCA,82.93,96.56,97.11,99.75,10.24,17.29,10.92,15.03
2010,Rio Grande do Sul,CIDREIRA,98.98,97.95,99.72,99.48,3.8,18.62,13.81,6.53
2010,Rio Grande do Sul,CIRÍACO,81.49,80.22,99.48,100,7.57,15.45,8.22,0
2010,Rio Grande do Sul,COLINAS,92.81,98.24,100,100,3.07,13.82,8.29,2.4
2010,Rio Grande do Sul,COLORADO,96.47,98.7,97.91,100,4.6,5.12,3.9,0
2010,Rio Grande do Sul,CONDOR,93.87,99.35,99.82,99.93,5.76,10.15,8.92,7.39
2010,Rio Grande do Sul,CONSTANTINA,89.78,96.58,95.46,99.83,8.76,7.68,5.27,7.43
2010,Rio Grande do Sul,COQUEIRO BAIXO,97.38,99.26,100,100,7.38,14.5,13.7,9.31
2010,Rio Grande do Sul,COQUEIROS DO SUL,88.64,96.88,97.84,100,5.31,15.23,15.08,9.72
2010,Rio Grande do Sul,CORONEL BARROS,97.71,97.72,100,100,3.22,16.9,10.07,12.68
2010,Rio Grande do Sul,CORONEL BICACO,81.84,93.57,95.44,98.6,12.13,18.32,12.52,15.2
2010,Rio Grande do Sul,CORONEL PILAR,91.17,99.67,96.62,100,4.19,10.03,2.91,0
2010,Rio Grande do Sul,COTIPORÃ,80.42,99.22,98.63,100,4.76,9.31,7.19,3.02
2010,Rio Grande do Sul,COXILHA,95.29,97.47,100,100,7.23,17.86,12.9,0
2010,Rio Grande do Sul,CRISSIUMAL,96.16,93.82,98.56,99.32,5.07,9.16,7.4,4.15
2010,Rio Grande do Sul,CRISTAL,90.58,93.3,99.06,97.9,10.09,19.98,16.91,6.41
2010,Rio Grande do Sul,CRISTAL DO SUL,95.18,85.31,92.67,99.77,13.06,8.31,7.47,0
2010,Rio Grande do Sul,CRUZ ALTA,97.94,98.08,98.38,99.49,4.72,16.6,13.04,7.26
2010,Rio Grande do Sul,CRUZALTENSE,88.99,97.11,97.6,99.29,7.26,11.42,8.84,3.2
2010,Rio Grande do Sul,CRUZEIRO DO SUL,80.72,97.19,98.87,99.89,4.01,12.79,10.7,2.12
2010,Rio Grande do Sul,DAVID CANABARRO,91.64,98.48,99.69,100,7.86,4.64,2.32,5.06
2010,Rio Grande do Sul,DERRUBADAS,93.93,88.56,100,99.88,10.5,11.1,11.91,9.02
2010,Rio Grande do Sul,DEZESSEIS DE NOVEMBRO,99.5,94.84,99.18,98.99,13.17,19.87,14.85,12.51
2010,Rio Grande do Sul,DILERMANDO DE AGUIAR,84.23,92.87,100,98.44,14.6,23.55,17.21,16.38
2010,Rio Grande do Sul,DOIS IRMÃOS,99.28,99.86,99.78,100,2.14,17.68,10.67,16.93
2010,Rio Grande do Sul,DOIS IRMÃOS DAS MISSÕES,94.82,90.95,97.47,99.09,13.2,19.59,21.42,9.37
2010,Rio Grande do Sul,DOIS LAJEADOS,79.34,98.85,100,99.85,5.4,7.23,8.46,0
2010,Rio Grande do Sul,DOM FELICIANO,76.21,91.84,99.5,99.02,13.05,22.58,16.28,13.3
2010,Rio Grande do Sul,DOM PEDRO DE ALCÂNTARA,83.61,91.95,99.26,99.86,5.82,16.49,8.96,7.88
2010,Rio Grande do Sul,DOM PEDRITO,95.16,96.8,99.19,99.77,6.22,17.7,11.05,5.81
2010,Rio Grande do Sul,DONA FRANCISCA,76.86,96.23,97.41,99.75,7.68,34.62,26.05,13.34
2010,Rio Grande do Sul,DOUTOR MAURÍCIO CARDOSO,94.07,93.4,98.66,99.81,6.62,11.8,7.09,6.8
2010,Rio Grande do Sul,DOUTOR RICARDO,95.79,98.44,94.84,99.86,7.67,8.05,8.33,1.87
2010,Rio Grande do Sul,ELDORADO DO SUL,97.51,95.39,98.89,99.57,4.44,22.43,17.16,12.67
2010,Rio Grande do Sul,ENCANTADO,94.19,100,99.85,100,3.39,16.37,12.81,5.26
2010,Rio Grande do Sul,ENCRUZILHADA DO SUL,90.3,94.17,99,98.95,11.46,20.66,15.19,2.32
2010,Rio Grande do Sul,ENGENHO VELHO,98.38,87.44,96.72,99.53,11.45,23.93,22.95,5.2
2010,Rio Grande do Sul,ENTRE-IJUÍS,87.55,91.93,98.24,99.68,6.48,20.52,15.79,6.81
2010,Rio Grande do Sul,ENTRE RIOS DO SUL,93.34,98.36,99.1,100,9.64,11.66,10.07,8.52
